Barcodename	Run	Country	Site_old	Site	Species	Processingdays	Fraction	Sampletype	Replicate	Experiment	Soiltype	ph	AvailableNO3	AvailableP	AvailableK	AvailableCa	AvailableMg	ReserveP	ReserveK	ReserveCa	ReserveMg	Boron	Manganesium	Copper	Iron	MeanAirTemperature	MeanRelativeHumidity	included	latitude	longitude	bac_obs	fun_obs
swe3.Soil.N3.XXX.Y1	B5-11	8	Sweden	Swe3	SW3	Neighbor	4	Soil	Neighbor	3	First	Siltysand	5.3	58.3	3.6	18.8	87	29.3	21.8	63.7	3327	374.2	0.1	49	2.1	1294	5.07	83.5	yes	63.00974	18.19028	0	161
swe4.Root.1P.XXX.Y1	B5-82	8	Sweden	Swe4	SW4	At	4	Root	Pooled	1	First	Sand	6.2	8	1.4	11.7	14.8	5.9	5.8	62	897.6	100.8	0	35	3.2	712	6	80	yes	62.48430	18.12073	66	188
swe4.Root.1P.XXX.Y2	B5-92	11	Sweden	Swe4	SW4	At	2	Root	Pooled	1	Second	Sand	6.2	8	1.4	11.7	14.8	5.9	5.8	62	897.6	100.8	0	35	3.2	712	6	80	yes	62.48430	18.12073	207	47
swe4.Root.1P.XXX.Y3	B5-94	14	Sweden	Swe4	SW4	At	2	Root	Pooled	1	Third	Sand	6.2	8	1.4	11.7	14.8	5.9	5.8	62	897.6	100.8	0	35	3.2	712	6	80	yes	62.48430	18.12073	393	45
swe4.Root.1S.XXX.Y1	B5-78	8	Sweden	Swe4	SW4	At	4	Root	Single	1	First	Sand	6.2	8	1.4	11.7	14.8	5.9	5.8	62	897.6	100.8	0	35	3.2	712	6	80	yes	62.48430	18.12073	42	204
swe4.Root.2P.XXX.Y1	B5-83	8	Sweden	Swe4	SW4	At	4	Root	Pooled	2	First	Sand	6.2	8	1.4	11.7	14.8	5.9	5.8	62	897.6	100.8	0	35	3.2	712	6	80	yes	62.48430	18.12073	41	157
swe4.Root.2P.XXX.Y2	B5-93	11	Sweden	Swe4	SW4	At	2	Root	Pooled	1	Second	Sand	6.2	8	1.4	11.7	14.8	5.9	5.8	62	897.6	100.8	0	35	3.2	712	6	80	yes	62.48430	18.12073	62	46
swe4.Root.2P.XXX.Y3	B5-95	14	Sweden	Swe4	SW4	At	2	Root	Pooled	2	Third	Sand	6.2	8	1.4	11.7	14.8	5.9	5.8	62	897.6	100.8	0	35	3.2	712	6	80	yes	62.48430	18.12073	0	0
swe4.Root.2S.XXX.Y1	B5-79	8	Sweden	Swe4	SW4	At	4	Root	Single	2	First	Sand	6.2	8	1.4	11.7	14.8	5.9	5.8	62	897.6	100.8	0	35	3.2	712	6	80	yes	62.48430	18.12073	21	186
swe4.Root.3P.XXX.Y1	B5-84	8	Sweden	Swe4	SW4	At	4	Root	Pooled	3	First	Sand	6.2	8	1.4	11.7	14.8	5.9	5.8	62	897.6	100.8	0	35	3.2	712	6	80	yes	62.48430	18.12073	48	223
swe4.Root.3P.XXX.Y2	B5-94	11	Sweden	Swe4	SW4	At	2	Root	Pooled	2	Second	Sand	6.2	8	1.4	11.7	14.8	5.9	5.8	62	897.6	100.8	0	35	3.2	712	6	80	yes	62.48430	18.12073	209	54
swe4.Root.3P.XXX.Y3	B5-96	14	Sweden	Swe4	SW4	At	2	Root	Pooled	3	Third	Sand	6.2	8	1.4	11.7	14.8	5.9	5.8	62	897.6	100.8	0	35	3.2	712	6	80	yes	62.48430	18.12073	77	37
swe4.Root.3S.XXX.Y1	B5-80	8	Sweden	Swe4	SW4	At	4	Root	Single	3	First	Sand	6.2	8	1.4	11.7	14.8	5.9	5.8	62	897.6	100.8	0	35	3.2	712	6	80	yes	62.48430	18.12073	57	160
swe4.Root.4P.XXX.Y1	B5-85	8	Sweden	Swe4	SW4	At	4	Root	Pooled	4	First	Sand	6.2	8	1.4	11.7	14.8	5.9	5.8	62	897.6	100.8	0	35	3.2	712	6	80	yes	62.48430	18.12073	42	199
swe4.Root.4P.XXX.Y2	B5-95	11	Sweden	Swe4	SW4	At	2	Root	Pooled	3	Second	Sand	6.2	8	1.4	11.7	14.8	5.9	5.8	62	897.6	100.8	0	35	3.2	712	6	80	yes	62.48430	18.12073	268	38
swe4.Root.4S.XXX.Y1	B5-81	8	Sweden	Swe4	SW4	At	4	Root	Single	4	First	Sand	6.2	8	1.4	11.7	14.8	5.9	5.8	62	897.6	100.8	0	35	3.2	712	6	80	yes	62.48430	18.12073	16	277
swe4.Root.N1.XXX.Y1	B5-86	8	Sweden	Swe4	SW4	Neighbor	4	Root	Neighbor	1	First	Sand	6.2	8	1.4	11.7	14.8	5.9	5.8	62	897.6	100.8	0	35	3.2	712	6	80	yes	62.48430	18.12073	41	57
swe4.Root.N1.XXX.Y2	B5-96	11	Sweden	Swe4	SW4	Neighbor	2	Root	Neighbor	4	Second	Sand	6.2	8	1.4	11.7	14.8	5.9	5.8	62	897.6	100.8	0	35	3.2	712	6	80	yes	62.48430	18.12073	170	41
swe4.Root.N2.XXX.Y1	B5-87	8	Sweden	Swe4	SW4	Neighbor	4	Root	Neighbor	2	First	Sand	6.2	8	1.4	11.7	14.8	5.9	5.8	62	897.6	100.8	0	35	3.2	712	6	80	yes	62.48430	18.12073	106	71
swe4.Root.N3.XXX.Y1	B5-88	8	Sweden	Swe4	SW4	Neighbor	4	Root	Neighbor	3	First	Sand	6.2	8	1.4	11.7	14.8	5.9	5.8	62	897.6	100.8	0	35	3.2	712	6	80	yes	62.48430	18.12073	63	54
swe4.RP.1P.XXX.Y1	B5-60	8	Sweden	Swe4	SW4	At	4	RP	Pooled	1	First	Sand	6.2	8	1.4	11.7	14.8	5.9	5.8	62	897.6	100.8	0	35	3.2	712	6	80	yes	62.48430	18.12073	270	139
swe4.RP.1P.XXX.Y2	B5-82	11	Sweden	Swe4	SW4	At	2	RP	Pooled	1	Second	Sand	6.2	8	1.4	11.7	14.8	5.9	5.8	62	897.6	100.8	0	35	3.2	712	6	80	yes	62.48430	18.12073	297	123
swe4.RP.1P.XXX.Y3	B5-91	14	Sweden	Swe3	SW4	At	3	RP	Pooled	1	Third	Sand	6.2	8	1.4	11.7	14.8	5.9	5.8	62	897.6	100.8	0	35	3.2	712	6	80	yes	62.48430	18.12073	376	76
swe4.RP.1S.XXX.Y1	B5-56	8	Sweden	Swe4	SW4	At	4	RP	Single	1	First	Sand	6.2	8	1.4	11.7	14.8	5.9	5.8	62	897.6	100.8	0	35	3.2	712	6	80	yes	62.48430	18.12073	0	138
swe4.RP.2P.XXX.Y1	B5-61	8	Sweden	Swe4	SW4	At	4	RP	Pooled	2	First	Sand	6.2	8	1.4	11.7	14.8	5.9	5.8	62	897.6	100.8	0	35	3.2	712	6	80	yes	62.48430	18.12073	0	148
swe4.RP.2P.XXX.Y2	B5-83	11	Sweden	Swe4	SW4	At	2	RP	Pooled	1	Second	Sand	6.2	8	1.4	11.7	14.8	5.9	5.8	62	897.6	100.8	0	35	3.2	712	6	80	yes	62.48430	18.12073	319	129
swe4.RP.2P.XXX.Y3	B5-92	14	Sweden	Swe4	SW4	At	2	RP	Pooled	2	Third	Sand	6.2	8	1.4	11.7	14.8	5.9	5.8	62	897.6	100.8	0	35	3.2	712	6	80	yes	62.48430	18.12073	349	88
swe4.RP.2S.XXX.Y1	B5-57	8	Sweden	Swe4	SW4	At	4	RP	Single	2	First	Sand	6.2	8	1.4	11.7	14.8	5.9	5.8	62	897.6	100.8	0	35	3.2	712	6	80	yes	62.48430	18.12073	0	230
swe4.RP.3P.XXX.Y1	B5-62	8	Sweden	Swe4	SW4	At	4	RP	Pooled	3	First	Sand	6.2	8	1.4	11.7	14.8	5.9	5.8	62	897.6	100.8	0	35	3.2	712	6	80	yes	62.48430	18.12073	0	153
swe4.RP.3P.XXX.Y2	B5-84	11	Sweden	Swe4	SW4	At	2	RP	Pooled	2	Second	Sand	6.2	8	1.4	11.7	14.8	5.9	5.8	62	897.6	100.8	0	35	3.2	712	6	80	yes	62.48430	18.12073	297	107
swe4.RP.3P.XXX.Y3	B5-93	14	Sweden	Swe4	SW4	At	2	RP	Pooled	3	Third	Sand	6.2	8	1.4	11.7	14.8	5.9	5.8	62	897.6	100.8	0	35	3.2	712	6	80	yes	62.48430	18.12073	305	0
swe4.RP.3S.XXX.Y1	B5-58	8	Sweden	Swe4	SW4	At	4	RP	Single	3	First	Sand	6.2	8	1.4	11.7	14.8	5.9	5.8	62	897.6	100.8	0	35	3.2	712	6	80	yes	62.48430	18.12073	0	154
swe4.RP.4P.XXX.Y1	B5-63	8	Sweden	Swe4	SW4	At	4	RP	Pooled	4	First	Sand	6.2	8	1.4	11.7	14.8	5.9	5.8	62	897.6	100.8	0	35	3.2	712	6	80	yes	62.48430	18.12073	240	176
swe4.RP.4P.XXX.Y2	B5-85	11	Sweden	Swe4	SW4	At	2	RP	Pooled	3	Second	Sand	6.2	8	1.4	11.7	14.8	5.9	5.8	62	897.6	100.8	0	35	3.2	712	6	80	yes	62.48430	18.12073	336	101
swe4.RP.4S.XXX.Y1	B5-59	8	Sweden	Swe4	SW4	At	4	RP	Single	4	First	Sand	6.2	8	1.4	11.7	14.8	5.9	5.8	62	897.6	100.8	0	35	3.2	712	6	80	yes	62.48430	18.12073	0	192
swe4.RP.N1.XXX.Y1	B5-64	8	Sweden	Swe4	SW4	Neighbor	4	RP	Neighbor	1	First	Sand	6.2	8	1.4	11.7	14.8	5.9	5.8	62	897.6	100.8	0	35	3.2	712	6	80	yes	62.48430	18.12073	250	111
swe4.RP.N1.XXX.Y2	B5-86	11	Sweden	Swe4	SW4	Neighbor	2	RP	Neighbor	4	Second	Sand	6.2	8	1.4	11.7	14.8	5.9	5.8	62	897.6	100.8	0	35	3.2	712	6	80	yes	62.48430	18.12073	252	0
swe4.RP.N2.XXX.Y1	B5-65	8	Sweden	Swe4	SW4	Neighbor	4	RP	Neighbor	2	First	Sand	6.2	8	1.4	11.7	14.8	5.9	5.8	62	897.6	100.8	0	35	3.2	712	6	80	yes	62.48430	18.12073	248	143
swe4.RP.N3.XXX.Y1	B5-66	8	Sweden	Swe4	SW4	Neighbor	4	RP	Neighbor	3	First	Sand	6.2	8	1.4	11.7	14.8	5.9	5.8	62	897.6	100.8	0	35	3.2	712	6	80	yes	62.48430	18.12073	286	127
swe4.RS.1P.XXX.Y1	B5-71	8	Sweden	Swe4	SW4	At	4	RS	Pooled	1	First	Sand	6.2	8	1.4	11.7	14.8	5.9	5.8	62	897.6	100.8	0	35	3.2	712	6	80	yes	62.48430	18.12073	383	250
swe4.RS.1P.XXX.Y2	B5-87	11	Sweden	Swe4	SW4	At	2	RS	Pooled	1	Second	Sand	6.2	8	1.4	11.7	14.8	5.9	5.8	62	897.6	100.8	0	35	3.2	712	6	80	yes	62.48430	18.12073	407	119
swe4.RS.1P.XXX.Y3	B5-92	13	Sweden	Swe4	SW4	At	2	RS	Pooled	1	Third	Sand	6.2	8	1.4	11.7	14.8	5.9	5.8	62	897.6	100.8	0	35	3.2	712	6	80	yes	62.48430	18.12073	380	103
swe4.RS.1S.XXX.Y1	B5-67	8	Sweden	Swe4	SW4	At	4	RS	Single	1	First	Sand	6.2	8	1.4	11.7	14.8	5.9	5.8	62	897.6	100.8	0	35	3.2	712	6	80	yes	62.48430	18.12073	0	210
swe4.RS.2P.XXX.Y1	B5-72	8	Sweden	Swe4	SW4	At	4	RS	Pooled	2	First	Sand	6.2	8	1.4	11.7	14.8	5.9	5.8	62	897.6	100.8	0	35	3.2	712	6	80	yes	62.48430	18.12073	377	260
swe4.RS.2P.XXX.Y2	B5-88	11	Sweden	Swe4	SW4	At	2	RS	Pooled	1	Second	Sand	6.2	8	1.4	11.7	14.8	5.9	5.8	62	897.6	100.8	0	35	3.2	712	6	80	yes	62.48430	18.12073	403	121
swe4.RS.2P.XXX.Y3	B5-93	13	Sweden	Swe4	SW4	At	2	RS	Pooled	2	Third	Sand	6.2	8	1.4	11.7	14.8	5.9	5.8	62	897.6	100.8	0	35	3.2	712	6	80	yes	62.48430	18.12073	449	85
swe4.RS.2S.XXX.Y1	B5-68	8	Sweden	Swe4	SW4	At	4	RS	Single	2	First	Sand	6.2	8	1.4	11.7	14.8	5.9	5.8	62	897.6	100.8	0	35	3.2	712	6	80	yes	62.48430	18.12073	370	179
swe4.RS.3P.XXX.Y1	B5-73	8	Sweden	Swe4	SW4	At	4	RS	Pooled	3	First	Sand	6.2	8	1.4	11.7	14.8	5.9	5.8	62	897.6	100.8	0	35	3.2	712	6	80	yes	62.48430	18.12073	357	246
swe4.RS.3P.XXX.Y2	B5-89	11	Sweden	Swe4	SW4	At	2	RS	Pooled	2	Second	Sand	6.2	8	1.4	11.7	14.8	5.9	5.8	62	897.6	100.8	0	35	3.2	712	6	80	yes	62.48430	18.12073	445	143
swe4.RS.3P.XXX.Y3	B5-94	13	Sweden	Swe4	SW4	At	2	RS	Pooled	3	Third	Sand	6.2	8	1.4	11.7	14.8	5.9	5.8	62	897.6	100.8	0	35	3.2	712	6	80	yes	62.48430	18.12073	407	93
swe4.RS.3S.XXX.Y1	B5-69	8	Sweden	Swe4	SW4	At	4	RS	Single	3	First	Sand	6.2	8	1.4	11.7	14.8	5.9	5.8	62	897.6	100.8	0	35	3.2	712	6	80	yes	62.48430	18.12073	334	195
swe4.RS.4P.XXX.Y1	B5-74	8	Sweden	Swe4	SW4	At	4	RS	Pooled	4	First	Sand	6.2	8	1.4	11.7	14.8	5.9	5.8	62	897.6	100.8	0	35	3.2	712	6	80	yes	62.48430	18.12073	347	143
swe4.RS.4P.XXX.Y2	B5-90	11	Sweden	Swe4	SW4	At	2	RS	Pooled	3	Second	Sand	6.2	8	1.4	11.7	14.8	5.9	5.8	62	897.6	100.8	0	35	3.2	712	6	80	yes	62.48430	18.12073	392	110
swe4.RS.4S.XXX.Y1	B5-70	8	Sweden	Swe4	SW4	At	4	RS	Single	4	First	Sand	6.2	8	1.4	11.7	14.8	5.9	5.8	62	897.6	100.8	0	35	3.2	712	6	80	yes	62.48430	18.12073	336	212
swe4.RS.N1.XXX.Y1	B5-75	8	Sweden	Swe4	SW4	Neighbor	4	RS	Neighbor	1	First	Sand	6.2	8	1.4	11.7	14.8	5.9	5.8	62	897.6	100.8	0	35	3.2	712	6	80	yes	62.48430	18.12073	351	171
swe4.RS.N1.XXX.Y2	B5-91	11	Sweden	Swe4	SW4	Neighbor	2	RS	Neighbor	4	Second	Sand	6.2	8	1.4	11.7	14.8	5.9	5.8	62	897.6	100.8	0	35	3.2	712	6	80	yes	62.48430	18.12073	422	88
swe4.RS.N2.XXX.Y1	B5-76	8	Sweden	Swe4	SW4	Neighbor	4	RS	Neighbor	2	First	Sand	6.2	8	1.4	11.7	14.8	5.9	5.8	62	897.6	100.8	0	35	3.2	712	6	80	yes	62.48430	18.12073	345	268
swe4.RS.N3.XXX.Y1	B5-77	8	Sweden	Swe4	SW4	Neighbor	4	RS	Neighbor	3	First	Sand	6.2	8	1.4	11.7	14.8	5.9	5.8	62	897.6	100.8	0	35	3.2	712	6	80	yes	62.48430	18.12073	336	160
swe4.Soil.1P.XXX.Y1	B5-49	8	Sweden	Swe4	SW4	At	4	Soil	Pooled	1	First	Sand	6.2	8	1.4	11.7	14.8	5.9	5.8	62	897.6	100.8	0	35	3.2	712	6	80	yes	62.48430	18.12073	396	267
swe4.Soil.1P.XXX.Y2	B5-77	11	Sweden	Swe4	SW4	At	2	Soil	Pooled	1	Second	Sand	6.2	8	1.4	11.7	14.8	5.9	5.8	62	897.6	100.8	0	35	3.2	712	6	80	yes	62.48430	18.12073	401	107
swe4.Soil.1P.XXX.Y3	B5-83	13	Sweden	Swe4	SW4	At	2	Soil	Pooled	1	Third	Sand	6.2	8	1.4	11.7	14.8	5.9	5.8	62	897.6	100.8	0	35	3.2	712	6	80	yes	62.48430	18.12073	424	178
swe4.Soil.1S.XXX.Y1	B5-45	8	Sweden	Swe4	SW4	At	4	Soil	Single	1	First	Sand	6.2	8	1.4	11.7	14.8	5.9	5.8	62	897.6	100.8	0	35	3.2	712	6	80	yes	62.48430	18.12073	362	214
swe4.Soil.2P.XXX.Y1	B5-50	8	Sweden	Swe4	SW4	At	4	Soil	Pooled	2	First	Sand	6.2	8	1.4	11.7	14.8	5.9	5.8	62	897.6	100.8	0	35	3.2	712	6	80	yes	62.48430	18.12073	366	282
swe4.Soil.2P.XXX.Y2	B5-78	11	Sweden	Swe4	SW4	At	2	Soil	Pooled	1	Second	Sand	6.2	8	1.4	11.7	14.8	5.9	5.8	62	897.6	100.8	0	35	3.2	712	6	80	yes	62.48430	18.12073	383	90
swe4.Soil.2P.XXX.Y3	B5-84	13	Sweden	Swe4	SW4	At	2	Soil	Pooled	2	Third	Sand	6.2	8	1.4	11.7	14.8	5.9	5.8	62	897.6	100.8	0	35	3.2	712	6	80	yes	62.48430	18.12073	409	71
swe4.Soil.2S.XXX.Y1	B5-46	8	Sweden	Swe4	SW4	At	4	Soil	Single	2	First	Sand	6.2	8	1.4	11.7	14.8	5.9	5.8	62	897.6	100.8	0	35	3.2	712	6	80	yes	62.48430	18.12073	384	162
swe4.Soil.3P.XXX.Y1	B5-51	8	Sweden	Swe4	SW4	At	4	Soil	Pooled	3	First	Sand	6.2	8	1.4	11.7	14.8	5.9	5.8	62	897.6	100.8	0	35	3.2	712	6	80	yes	62.48430	18.12073	377	265
swe4.Soil.3P.XXX.Y2	B5-79	11	Sweden	Swe4	SW4	At	2	Soil	Pooled	2	Second	Sand	6.2	8	1.4	11.7	14.8	5.9	5.8	62	897.6	100.8	0	35	3.2	712	6	80	yes	62.48430	18.12073	424	129
swe4.Soil.3P.XXX.Y3	B5-85	13	Sweden	Swe4	SW4	At	2	Soil	Pooled	3	Third	Sand	6.2	8	1.4	11.7	14.8	5.9	5.8	62	897.6	100.8	0	35	3.2	712	6	80	yes	62.48430	18.12073	411	68
swe4.Soil.3S.XXX.Y1	B5-47	8	Sweden	Swe4	SW4	At	4	Soil	Single	3	First	Sand	6.2	8	1.4	11.7	14.8	5.9	5.8	62	897.6	100.8	0	35	3.2	712	6	80	yes	62.48430	18.12073	342	210
swe4.Soil.4P.XXX.Y1	B5-52	8	Sweden	Swe4	SW4	At	4	Soil	Pooled	4	First	Sand	6.2	8	1.4	11.7	14.8	5.9	5.8	62	897.6	100.8	0	35	3.2	712	6	80	yes	62.48430	18.12073	363	227
swe4.Soil.4P.XXX.Y2	B5-80	11	Sweden	Swe4	SW4	At	2	Soil	Pooled	3	Second	Sand	6.2	8	1.4	11.7	14.8	5.9	5.8	62	897.6	100.8	0	35	3.2	712	6	80	yes	62.48430	18.12073	417	111
swe4.Soil.4S.XXX.Y1	B5-48	8	Sweden	Swe4	SW4	At	4	Soil	Single	4	First	Sand	6.2	8	1.4	11.7	14.8	5.9	5.8	62	897.6	100.8	0	35	3.2	712	6	80	yes	62.48430	18.12073	319	149
swe4.Soil.N1.XXX.Y1	B5-53	8	Sweden	Swe4	SW4	Neighbor	4	Soil	Neighbor	1	First	Sand	6.2	8	1.4	11.7	14.8	5.9	5.8	62	897.6	100.8	0	35	3.2	712	6	80	yes	62.48430	18.12073	0	147
swe4.Soil.N1.XXX.Y2	B5-81	11	Sweden	Swe4	SW4	Neighbor	2	Soil	Neighbor	4	Second	Sand	6.2	8	1.4	11.7	14.8	5.9	5.8	62	897.6	100.8	0	35	3.2	712	6	80	yes	62.48430	18.12073	379	94
swe4.Soil.N2.XXX.Y1	B5-54	8	Sweden	Swe4	SW4	Neighbor	4	Soil	Neighbor	2	First	Sand	6.2	8	1.4	11.7	14.8	5.9	5.8	62	897.6	100.8	0	35	3.2	712	6	80	yes	62.48430	18.12073	0	140
swe4.Soil.N3.XXX.Y1	B5-55	8	Sweden	Swe4	SW4	Neighbor	4	Soil	Neighbor	3	First	Sand	6.2	8	1.4	11.7	14.8	5.9	5.8	62	897.6	100.8	0	35	3.2	712	6	80	yes	62.48430	18.12073	0	149
tou1.Root.1P.XXX.Y1	B5-82	5	France	Tou1	FR1	At	2	Root	Pooled	1	First	Siltysand	7.6	55.9	14.9	29.1	147	37.3	133.1	59.3	21760	1519	1	193	2	117	15.07	73.8	yes	43.5649	1.6519	194	127
tou1.Root.1P.XXX.Y2	B5-86	10	France	Tou1	FR1	At	0	Root	Pooled	1	Second	Siltysand	7.6	55.9	14.9	29.1	147	37.3	133.1	59.3	21760	1519	1	193	2	117	15.07	73.8	yes	43.5649	1.6519	32	63
tou1.Root.1P.XXX.Y3	B5-77	14	France	Tou1	FR1	At	0	Root	Pooled	1	Third	Siltysand	7.6	55.9	14.9	29.1	147	37.3	133.1	59.3	21760	1519	1	193	2	117	15.07	73.8	yes	43.5649	1.6519	218	145
tou1.Root.1S.XXX.Y1	B5-78	5	France	Tou1	FR1	At	2	Root	Single	1	First	Siltysand	7.6	55.9	14.9	29.1	147	37.3	133.1	59.3	21760	1519	1	193	2	117	15.07	73.8	yes	43.5649	1.6519	37	234
tou1.Root.2P.XXX.Y1	B5-83	5	France	Tou1	FR1	At	2	Root	Pooled	2	First	Siltysand	7.6	55.9	14.9	29.1	147	37.3	133.1	59.3	21760	1519	1	193	2	117	15.07	73.8	yes	43.5649	1.6519	180	131
tou1.Root.2P.XXX.Y2	B5-87	10	France	Tou1	FR1	At	0	Root	Pooled	2	Second	Siltysand	7.6	55.9	14.9	29.1	147	37.3	133.1	59.3	21760	1519	1	193	2	117	15.07	73.8	yes	43.5649	1.6519	0	84
tou1.Root.2P.XXX.Y3	B5-78	14	France	Tou1	FR1	At	0	Root	Pooled	2	Third	Siltysand	7.6	55.9	14.9	29.1	147	37.3	133.1	59.3	21760	1519	1	193	2	117	15.07	73.8	yes	43.5649	1.6519	263	34
tou1.Root.2S.XXX.Y1	B5-79	5	France	Tou1	FR1	At	2	Root	Single	2	First	Siltysand	7.6	55.9	14.9	29.1	147	37.3	133.1	59.3	21760	1519	1	193	2	117	15.07	73.8	yes	43.5649	1.6519	167	278
tou1.Root.3P.XXX.Y1	B5-84	5	France	Tou1	FR1	At	2	Root	Pooled	3	First	Siltysand	7.6	55.9	14.9	29.1	147	37.3	133.1	59.3	21760	1519	1	193	2	117	15.07	73.8	yes	43.5649	1.6519	165	232
tou1.Root.3P.XXX.Y2	B5-88	10	France	Tou1	FR1	At	0	Root	Pooled	3	Second	Siltysand	7.6	55.9	14.9	29.1	147	37.3	133.1	59.3	21760	1519	1	193	2	117	15.07	73.8	yes	43.5649	1.6519	0	0
tou1.Root.3P.XXX.Y3	B5-79	14	France	Tou1	FR1	At	0	Root	Pooled	3	Third	Siltysand	7.6	55.9	14.9	29.1	147	37.3	133.1	59.3	21760	1519	1	193	2	117	15.07	73.8	yes	43.5649	1.6519	191	0
tou1.Root.3S.XXX.Y1	B5-80	5	France	Tou1	FR1	At	2	Root	Single	3	First	Siltysand	7.6	55.9	14.9	29.1	147	37.3	133.1	59.3	21760	1519	1	193	2	117	15.07	73.8	yes	43.5649	1.6519	141	0
tou1.Root.4P.XXX.Y1	B5-85	5	France	Tou1	FR1	At	2	Root	Pooled	4	First	Siltysand	7.6	55.9	14.9	29.1	147	37.3	133.1	59.3	21760	1519	1	193	2	117	15.07	73.8	yes	43.5649	1.6519	47	50
tou1.Root.4P.XXX.Y2	B5-93	10	France	Tou1	FR1	At	0	Root	Pooled	4	Second	Siltysand	7.6	55.9	14.9	29.1	147	37.3	133.1	59.3	21760	1519	1	193	2	117	15.07	73.8	yes	43.5649	1.6519	0	0
tou1.Root.4P.XXX.Y3	B5-80	14	France	Tou1	FR1	At	0	Root	Pooled	4	Third	Siltysand	7.6	55.9	14.9	29.1	147	37.3	133.1	59.3	21760	1519	1	193	2	117	15.07	73.8	yes	43.5649	1.6519	190	0
tou1.Root.4S.XXX.Y1	B5-81	5	France	Tou1	FR1	At	2	Root	Single	4	First	Siltysand	7.6	55.9	14.9	29.1	147	37.3	133.1	59.3	21760	1519	1	193	2	117	15.07	73.8	yes	43.5649	1.6519	207	204
tou1.Root.N1.XXX.Y1	B5-86	5	France	Tou1	FR1	Neighbor	2	Root	Neighbor	1	First	Siltysand	7.6	55.9	14.9	29.1	147	37.3	133.1	59.3	21760	1519	1	193	2	117	15.07	73.8	yes	43.5649	1.6519	0	163
tou1.Root.N1.XXX.Y2	B5-94	10	France	Tou1	FR1	Neighbor	0	Root	Neighbor	1	Second	Siltysand	7.6	55.9	14.9	29.1	147	37.3	133.1	59.3	21760	1519	1	193	2	117	15.07	73.8	yes	43.5649	1.6519	0	42
tou1.Root.N2.XXX.Y1	B5-87	5	France	Tou1	FR1	Neighbor	2	Root	Neighbor	2	First	Siltysand	7.6	55.9	14.9	29.1	147	37.3	133.1	59.3	21760	1519	1	193	2	117	15.07	73.8	yes	43.5649	1.6519	0	225
tou1.Root.N3.XXX.Y1	B5-88	5	France	Tou1	FR1	Neighbor	2	Root	Neighbor	3	First	Siltysand	7.6	55.9	14.9	29.1	147	37.3	133.1	59.3	21760	1519	1	193	2	117	15.07	73.8	yes	43.5649	1.6519	0	69
tou1.RP.1P.XXX.Y1	B5-60	5	France	Tou1	FR1	At	2	RP	Pooled	1	First	Siltysand	7.6	55.9	14.9	29.1	147	37.3	133.1	59.3	21760	1519	1	193	2	117	15.07	73.8	yes	43.5649	1.6519	219	136
tou1.RP.1P.XXX.Y2	B5-66	10	France	Tou1	FR1	At	0	RP	Pooled	1	Second	Siltysand	7.6	55.9	14.9	29.1	147	37.3	133.1	59.3	21760	1519	1	193	2	117	15.07	73.8	yes	43.5649	1.6519	275	101
tou1.RP.1P.XXX.Y3	B5-69	14	France	Tou1	FR1	At	0	RP	Pooled	1	Third	Siltysand	7.6	55.9	14.9	29.1	147	37.3	133.1	59.3	21760	1519	1	193	2	117	15.07	73.8	yes	43.5649	1.6519	344	132
tou1.RP.1S.XXX.Y1	B5-56	5	France	Tou1	FR1	At	2	RP	Single	1	First	Siltysand	7.6	55.9	14.9	29.1	147	37.3	133.1	59.3	21760	1519	1	193	2	117	15.07	73.8	yes	43.5649	1.6519	202	89
tou1.RP.2P.XXX.Y1	B5-61	5	France	Tou1	FR1	At	2	RP	Pooled	2	First	Siltysand	7.6	55.9	14.9	29.1	147	37.3	133.1	59.3	21760	1519	1	193	2	117	15.07	73.8	yes	43.5649	1.6519	199	146
tou1.RP.2P.XXX.Y2	B5-67	10	France	Tou1	FR1	At	0	RP	Pooled	2	Second	Siltysand	7.6	55.9	14.9	29.1	147	37.3	133.1	59.3	21760	1519	1	193	2	117	15.07	73.8	yes	43.5649	1.6519	248	169
tou1.RP.2P.XXX.Y3	B5-70	14	France	Tou1	FR1	At	0	RP	Pooled	2	Third	Siltysand	7.6	55.9	14.9	29.1	147	37.3	133.1	59.3	21760	1519	1	193	2	117	15.07	73.8	yes	43.5649	1.6519	277	0
tou1.RP.2S.XXX.Y1	B5-57	5	France	Tou1	FR1	At	2	RP	Single	2	First	Siltysand	7.6	55.9	14.9	29.1	147	37.3	133.1	59.3	21760	1519	1	193	2	117	15.07	73.8	yes	43.5649	1.6519	0	0
tou1.RP.3P.XXX.Y1	B5-62	5	France	Tou1	FR1	At	2	RP	Pooled	3	First	Siltysand	7.6	55.9	14.9	29.1	147	37.3	133.1	59.3	21760	1519	1	193	2	117	15.07	73.8	yes	43.5649	1.6519	179	148
tou1.RP.3P.XXX.Y2	B5-68	10	France	Tou1	FR1	At	0	RP	Pooled	3	Second	Siltysand	7.6	55.9	14.9	29.1	147	37.3	133.1	59.3	21760	1519	1	193	2	117	15.07	73.8	yes	43.5649	1.6519	238	143
tou1.RP.3P.XXX.Y3	B5-71	14	France	Tou1	FR1	At	0	RP	Pooled	3	Third	Siltysand	7.6	55.9	14.9	29.1	147	37.3	133.1	59.3	21760	1519	1	193	2	117	15.07	73.8	yes	43.5649	1.6519	190	91
