	Site	Species	Fraction	Sampletype	Experiment	ph	AvailableNO3	AvailableP	AvailableK	AvailableCa	AvailableMg	ReserveP	ReserveK	ReserveCa	ReserveMg	Boron	Manganesium	Copper	Iron	MeanAirTemperature	MeanRelativeHumidity	latitude	longitude
tub4.RP.N1.V5.Y1	GE5	Neighbor	RP	Neighbor	First	7.3	23.5	3.1	21.7	167.4	12.7	93.7	120	7649	222.5	0.6	359	4.5	343	9	88.5	48.5563	9.1349
tub4.RP.N1.V5.Y2	GE5	Neighbor	RP	Neighbor	Second	7.3	23.5	3.1	21.7	167.4	12.7	93.7	120	7649	222.5	0.6	359	4.5	343	9	88.5	48.5563	9.1349
tub4.RP.N2.V5.Y1	GE5	Neighbor	RP	Neighbor	First	7.3	23.5	3.1	21.7	167.4	12.7	93.7	120	7649	222.5	0.6	359	4.5	343	9	88.5	48.5563	9.1349
tub4.RP.N3.V5.Y1	GE5	Neighbor	RP	Neighbor	First	7.3	23.5	3.1	21.7	167.4	12.7	93.7	120	7649	222.5	0.6	359	4.5	343	9	88.5	48.5563	9.1349
tub4.RS.1P.V5.Y1	GE5	At	RS	Pooled	First	7.3	23.5	3.1	21.7	167.4	12.7	93.7	120	7649	222.5	0.6	359	4.5	343	9	88.5	48.5563	9.1349
tub4.RS.1P.V5.Y2	GE5	At	RS	Pooled	Second	7.3	23.5	3.1	21.7	167.4	12.7	93.7	120	7649	222.5	0.6	359	4.5	343	9	88.5	48.5563	9.1349
tub4.RS.1P.V5.Y3	GE5	At	RS	Pooled	Third	7.3	23.5	3.1	21.7	167.4	12.7	93.7	120	7649	222.5	0.6	359	4.5	343	9	88.5	48.5563	9.1349
tub4.RS.1S.V5.Y1	GE5	At	RS	Single	First	7.3	23.5	3.1	21.7	167.4	12.7	93.7	120	7649	222.5	0.6	359	4.5	343	9	88.5	48.5563	9.1349
tub4.RS.2P.V5.Y1	GE5	At	RS	Pooled	First	7.3	23.5	3.1	21.7	167.4	12.7	93.7	120	7649	222.5	0.6	359	4.5	343	9	88.5	48.5563	9.1349
tub4.RS.2P.V5.Y2	GE5	At	RS	Pooled	Second	7.3	23.5	3.1	21.7	167.4	12.7	93.7	120	7649	222.5	0.6	359	4.5	343	9	88.5	48.5563	9.1349
tub4.RS.2P.V5.Y3	GE5	At	RS	Pooled	Third	7.3	23.5	3.1	21.7	167.4	12.7	93.7	120	7649	222.5	0.6	359	4.5	343	9	88.5	48.5563	9.1349
tub4.RS.2S.V5.Y1	GE5	At	RS	Single	First	7.3	23.5	3.1	21.7	167.4	12.7	93.7	120	7649	222.5	0.6	359	4.5	343	9	88.5	48.5563	9.1349
tub4.RS.3P.V5.Y1	GE5	At	RS	Pooled	First	7.3	23.5	3.1	21.7	167.4	12.7	93.7	120	7649	222.5	0.6	359	4.5	343	9	88.5	48.5563	9.1349
tub4.RS.3P.V5.Y2	GE5	At	RS	Pooled	Second	7.3	23.5	3.1	21.7	167.4	12.7	93.7	120	7649	222.5	0.6	359	4.5	343	9	88.5	48.5563	9.1349
tub4.RS.3P.V5.Y3	GE5	At	RS	Pooled	Third	7.3	23.5	3.1	21.7	167.4	12.7	93.7	120	7649	222.5	0.6	359	4.5	343	9	88.5	48.5563	9.1349
tub4.RS.3S.V5.Y1	GE5	At	RS	Single	First	7.3	23.5	3.1	21.7	167.4	12.7	93.7	120	7649	222.5	0.6	359	4.5	343	9	88.5	48.5563	9.1349
tub4.RS.4P.V5.Y1	GE5	At	RS	Pooled	First	7.3	23.5	3.1	21.7	167.4	12.7	93.7	120	7649	222.5	0.6	359	4.5	343	9	88.5	48.5563	9.1349
tub4.RS.4P.V5.Y3	GE5	At	RS	Pooled	Third	7.3	23.5	3.1	21.7	167.4	12.7	93.7	120	7649	222.5	0.6	359	4.5	343	9	88.5	48.5563	9.1349
tub4.RS.4S.V5.Y1	GE5	At	RS	Single	First	7.3	23.5	3.1	21.7	167.4	12.7	93.7	120	7649	222.5	0.6	359	4.5	343	9	88.5	48.5563	9.1349
tub4.RS.N1.V5.Y1	GE5	Neighbor	RS	Neighbor	First	7.3	23.5	3.1	21.7	167.4	12.7	93.7	120	7649	222.5	0.6	359	4.5	343	9	88.5	48.5563	9.1349
tub4.RS.N1.V5.Y2	GE5	Neighbor	RS	Neighbor	Second	7.3	23.5	3.1	21.7	167.4	12.7	93.7	120	7649	222.5	0.6	359	4.5	343	9	88.5	48.5563	9.1349
tub4.RS.N2.V5.Y1	GE5	Neighbor	RS	Neighbor	First	7.3	23.5	3.1	21.7	167.4	12.7	93.7	120	7649	222.5	0.6	359	4.5	343	9	88.5	48.5563	9.1349
tub4.RS.N3.V5.Y1	GE5	Neighbor	RS	Neighbor	First	7.3	23.5	3.1	21.7	167.4	12.7	93.7	120	7649	222.5	0.6	359	4.5	343	9	88.5	48.5563	9.1349
tub4.Soil.1P.V5.Y1	GE5	At	Soil	Pooled	First	7.3	23.5	3.1	21.7	167.4	12.7	93.7	120	7649	222.5	0.6	359	4.5	343	9	88.5	48.5563	9.1349
tub4.Soil.1P.V5.Y2	GE5	At	Soil	Pooled	Second	7.3	23.5	3.1	21.7	167.4	12.7	93.7	120	7649	222.5	0.6	359	4.5	343	9	88.5	48.5563	9.1349
tub4.Soil.1P.V5.Y3	GE5	At	Soil	Pooled	Third	7.3	23.5	3.1	21.7	167.4	12.7	93.7	120	7649	222.5	0.6	359	4.5	343	9	88.5	48.5563	9.1349
tub4.Soil.1S.V5.Y1	GE5	At	Soil	Single	First	7.3	23.5	3.1	21.7	167.4	12.7	93.7	120	7649	222.5	0.6	359	4.5	343	9	88.5	48.5563	9.1349
tub4.Soil.2P.V5.Y1	GE5	At	Soil	Pooled	First	7.3	23.5	3.1	21.7	167.4	12.7	93.7	120	7649	222.5	0.6	359	4.5	343	9	88.5	48.5563	9.1349
tub4.Soil.2P.V5.Y2	GE5	At	Soil	Pooled	Second	7.3	23.5	3.1	21.7	167.4	12.7	93.7	120	7649	222.5	0.6	359	4.5	343	9	88.5	48.5563	9.1349
tub4.Soil.2P.V5.Y3	GE5	At	Soil	Pooled	Third	7.3	23.5	3.1	21.7	167.4	12.7	93.7	120	7649	222.5	0.6	359	4.5	343	9	88.5	48.5563	9.1349
tub4.Soil.2S.V5.Y1	GE5	At	Soil	Single	First	7.3	23.5	3.1	21.7	167.4	12.7	93.7	120	7649	222.5	0.6	359	4.5	343	9	88.5	48.5563	9.1349
tub4.Soil.3P.V5.Y1	GE5	At	Soil	Pooled	First	7.3	23.5	3.1	21.7	167.4	12.7	93.7	120	7649	222.5	0.6	359	4.5	343	9	88.5	48.5563	9.1349
tub4.Soil.3P.V5.Y2	GE5	At	Soil	Pooled	Second	7.3	23.5	3.1	21.7	167.4	12.7	93.7	120	7649	222.5	0.6	359	4.5	343	9	88.5	48.5563	9.1349
tub4.Soil.3P.V5.Y3	GE5	At	Soil	Pooled	Third	7.3	23.5	3.1	21.7	167.4	12.7	93.7	120	7649	222.5	0.6	359	4.5	343	9	88.5	48.5563	9.1349
tub4.Soil.3S.V5.Y1	GE5	At	Soil	Single	First	7.3	23.5	3.1	21.7	167.4	12.7	93.7	120	7649	222.5	0.6	359	4.5	343	9	88.5	48.5563	9.1349
tub4.Soil.4P.V5.Y1	GE5	At	Soil	Pooled	First	7.3	23.5	3.1	21.7	167.4	12.7	93.7	120	7649	222.5	0.6	359	4.5	343	9	88.5	48.5563	9.1349
tub4.Soil.4P.V5.Y2	GE5	At	Soil	Pooled	Second	7.3	23.5	3.1	21.7	167.4	12.7	93.7	120	7649	222.5	0.6	359	4.5	343	9	88.5	48.5563	9.1349
tub4.Soil.4P.V5.Y3	GE5	At	Soil	Pooled	Third	7.3	23.5	3.1	21.7	167.4	12.7	93.7	120	7649	222.5	0.6	359	4.5	343	9	88.5	48.5563	9.1349
tub4.Soil.4S.V5.Y1	GE5	At	Soil	Single	First	7.3	23.5	3.1	21.7	167.4	12.7	93.7	120	7649	222.5	0.6	359	4.5	343	9	88.5	48.5563	9.1349
tub4.Soil.N1.V5.Y1	GE5	Neighbor	Soil	Neighbor	First	7.3	23.5	3.1	21.7	167.4	12.7	93.7	120	7649	222.5	0.6	359	4.5	343	9	88.5	48.5563	9.1349
tub4.Soil.N2.V5.Y1	GE5	Neighbor	Soil	Neighbor	First	7.3	23.5	3.1	21.7	167.4	12.7	93.7	120	7649	222.5	0.6	359	4.5	343	9	88.5	48.5563	9.1349
tub4.Soil.N3.V5.Y1	GE5	Neighbor	Soil	Neighbor	First	7.3	23.5	3.1	21.7	167.4	12.7	93.7	120	7649	222.5	0.6	359	4.5	343	9	88.5	48.5563	9.1349
Ita.Root.1P.V5.Y3	IT1	At	Root	Pooled	Third	7.9	10.1	1.8	22.8	166	36.6	11.4	802	1976	252	0.1	72	4.8	74	19.1	66.7	42.115461	12.494237
Ita.Root.2P.V5.Y3	IT1	At	Root	Pooled	Third	7.9	10.1	1.8	22.8	166	36.6	11.4	802	1976	252	0.1	72	4.8	74	19.1	66.7	42.115461	12.494237
Ita.Root.3P.V5.Y3	IT1	At	Root	Pooled	Third	7.9	10.1	1.8	22.8	166	36.6	11.4	802	1976	252	0.1	72	4.8	74	19.1	66.7	42.115461	12.494237
Ita.Root.4P.V5.Y3	IT1	At	Root	Pooled	Third	7.9	10.1	1.8	22.8	166	36.6	11.4	802	1976	252	0.1	72	4.8	74	19.1	66.7	42.115461	12.494237
Ita.RP.1P.V5.Y3	IT1	At	RP	Pooled	Third	7.9	10.1	1.8	22.8	166	36.6	11.4	802	1976	252	0.1	72	4.8	74	19.1	66.7	42.115461	12.494237
Ita.RP.2P.V5.Y3	IT1	At	RP	Pooled	Third	7.9	10.1	1.8	22.8	166	36.6	11.4	802	1976	252	0.1	72	4.8	74	19.1	66.7	42.115461	12.494237
Ita.RP.3P.V5.Y3	IT1	At	RP	Pooled	Third	7.9	10.1	1.8	22.8	166	36.6	11.4	802	1976	252	0.1	72	4.8	74	19.1	66.7	42.115461	12.494237
Ita.RP.4P.V5.Y3	IT1	At	RP	Pooled	Third	7.9	10.1	1.8	22.8	166	36.6	11.4	802	1976	252	0.1	72	4.8	74	19.1	66.7	42.115461	12.494237
Ita.RS.1P.V5.Y3	IT1	At	RS	Pooled	Third	7.9	10.1	1.8	22.8	166	36.6	11.4	802	1976	252	0.1	72	4.8	74	19.1	66.7	42.115461	12.494237
Ita.RS.2P.V5.Y3	IT1	At	RS	Pooled	Third	7.9	10.1	1.8	22.8	166	36.6	11.4	802	1976	252	0.1	72	4.8	74	19.1	66.7	42.115461	12.494237
Ita.RS.3P.V5.Y3	IT1	At	RS	Pooled	Third	7.9	10.1	1.8	22.8	166	36.6	11.4	802	1976	252	0.1	72	4.8	74	19.1	66.7	42.115461	12.494237
Ita.RS.4P.V5.Y3	IT1	At	RS	Pooled	Third	7.9	10.1	1.8	22.8	166	36.6	11.4	802	1976	252	0.1	72	4.8	74	19.1	66.7	42.115461	12.494237
Ita.Soil.1P.V5.Y3	IT1	At	Soil	Pooled	Third	7.9	10.1	1.8	22.8	166	36.6	11.4	802	1976	252	0.1	72	4.8	74	19.1	66.7	42.115461	12.494237
Ita.Soil.2P.V5.Y3	IT1	At	Soil	Pooled	Third	7.9	10.1	1.8	22.8	166	36.6	11.4	802	1976	252	0.1	72	4.8	74	19.1	66.7	42.115461	12.494237
Ita.Soil.3P.V5.Y3	IT1	At	Soil	Pooled	Third	7.9	10.1	1.8	22.8	166	36.6	11.4	802	1976	252	0.1	72	4.8	74	19.1	66.7	42.115461	12.494237
Ita.Soil.4P.V5.Y3	IT1	At	Soil	Pooled	Third	7.9	10.1	1.8	22.8	166	36.6	11.4	802	1976	252	0.1	72	4.8	74	19.1	66.7	42.115461	12.494237
