ItaRP	ItaSoil	PulhRP	PulhRS	PulhRoot	PulhSoil	SDRP	SDRS	SDRoot	SDSoil	geyenRP	geyenRS	geyenRoot	geyenSoil	hamRP	hamRS	hamRoot	hamSoil	spa1RP	spa1RS	spa1Root	spa1Soil	spa2RP	spa2RS	spa2Root	spa2Soil	spa3RP	spa3RS	spa3Root	spa3Soil	swe1RP	swe1RS	swe1Root	swe1Soil	swe2RP	swe2RS	swe2Root	swe2Soil	swe3RP	swe3RS	swe3Root	swe3Soil	swe4RP	swe4RS	swe4Root	swe4Soil	tou1RP	tou1RS	tou1Root	tou1Soil	tou2RP	tou2RS	tou2Root	tou2Soil	tub2RP	tub2RS	tub2Root	tub2Soil	tub3RP	tub3RS	tub3Root	tub3Soil	tub4RP	tub4RS	tub4Root	tub4Soil	
geyenRP	1	0.954328509281	0.86627293758175	0.92403294704725	0.989914489235875	0.916994507936875	0.84109724866775	0.859655235385375	0.832540630086	0.859822641718875	0	0.734691063852875	0.897527051641	0.828917241165143	0.9162847439848	0.92651561742175	0.918160541113875	0.920606109111375	0.9165149263498	0.916683353103445	0.919232042293	0.924784386657333	0.928246234117	0.942581088253154	0.9340784705932	0.936392588510313	0.8881778198432	0.906719519364066	0.828579625364	0.898453936273786	0.717269960923	0.91224259481225	0.899421114329375	0.915779695198778	0.875345258756667	0.915244041685455	0.8916558275977	0.91844074545575	0.787849060736	0.944322743133429	0.925592437042417	0.930116402886182	0.748605607821143	0.91981687344725	0.899924820365375	0.9221019129021	0.853707699092154	0.87108748406525	0.912977526880875	0.869154809303938	0.92163460157325	0.902282304840714	0.9245281166075	0.913505420179125	0.9272435786384	0.941834284848625	0.9336359241162	0.936713159757313	0.825198656920333	0.876972296488083	0.899650742625	0.88605604086975	0.82903545823725	0.9154151866584	0.75712609799375	0.885738662211667
geyenRS	0.929124298768375	0.903159118763875	0.701753002495938	0.686776089151938	0.778588830401656	0.715403356084922	0.779171677560188	0.810321182154078	0.78503606817945	0.684707318265375	0.734691063852875	0.547657272296469	0.66659398307875	0.591759916454804	0.778489498826975	0.696153084120234	0.689510017222891	0.697279172088453	0.683820004321975	0.692441234854639	0.680993476041031	0.689449961886222	0.70561484074805	0.741055200402875	0.724426929854813	0.75716667232107	0.848329029606575	0.81201248225435	0.788535119996661	0.777180383019714	0.6244054813655	0.70080401333564	0.685414621130031	0.705186631552514	0.758269223631854	0.767173473817216	0.725840057210525	0.773944892084104	0.624190826959321	0.764800437021161	0.731265317854885	0.718512303351284	0.609982850079893	0.699522772772781	0.686413269531797	0.739846546866525	0.722731467489616	0.718180873616774	0.689856040146937	0.721743121590742	0.68448678743425	0.680978345204964	0.708643153594937	0.689542693248656	0.804575849473525	0.774995664980203	0.724290551035925	0.78289487577332	0.718972687600417	0.686932211697458	0.680593284086875	0.699980490550146	0.74266068501975	0.798544343062183	0.747837886339625	0.767576520967625
geyenRoot	0.892938317023667	0.913217045176	0.65391304982425	0.539888117386083	0.57910197616275	0.582260316427333	0.806013295922083	0.8544822838885	0.816496840736	0.699061571673042	0.897527051641	0.66659398307875	0.343811428581556	0.549188029393667	0.715930554225466	0.5653051775385	0.504711607797583	0.557843097497792	0.546864295678734	0.550652359415482	0.523715580445042	0.543886773482741	0.579291627087733	0.631324310003282	0.574406722167	0.655196026095833	0.851042368766533	0.825708004108667	0.793641261068714	0.796835957718857	0.629886417111667	0.579089845032333	0.561733712394292	0.573988560062926	0.739809989454167	0.722634623606424	0.619801391353267	0.716667227047	0.587801873782667	0.675712286193428	0.614465626674667	0.585557777102273	0.63752783824281	0.580223390976792	0.535287411076833	0.6238224507238	0.700900485199077	0.705768418699042	0.5194030634605	0.696463474216292	0.542234982917375	0.576051102514952	0.584572060789611	0.586124144411833	0.771115414808267	0.702009296025271	0.594831094257067	0.708083868541938	0.754753001843444	0.644416017620306	0.577212863194467	0.649419460604472	0.835005704842167	0.836555339931956	0.84490724429825	0.812547322404889
geyenSoil	0.911654429009143	0.906201986998143	0.638689557489857	0.579424190921357	0.664122430186964	0.597907547719304	0.774098104212179	0.816356810768804	0.784453546504772	0.646146195002625	0.828917241165143	0.591759916454804	0.549188029393667	0.428052412471225	0.707742135683572	0.604475958202411	0.577541044747768	0.575327525666803	0.560606182516743	0.582817591205397	0.561964087152911	0.576017259592397	0.590743617720857	0.644364088588165	0.617087756339029	0.673044306575687	0.837904895775971	0.792768100439238	0.771887995815755	0.753833230006133	0.605886836700857	0.603603745248125	0.589189292080571	0.607122229589206	0.723861524293238	0.721210696579506	0.655519758914128	0.714774986684429	0.571155423719347	0.692032331855388	0.643580557371452	0.621982916653935	0.592484425734449	0.611036685564464	0.588615845408625	0.644360915861214	0.674845675222066	0.668960801406143	0.580024807920679	0.662667412553705	0.575001412016464	0.581091483506347	0.605918956762524	0.600509273810268	0.764989259760286	0.716880315628304	0.636466624863486	0.713748030036821	0.711371594331143	0.630060291347202	0.589996061537286	0.638400311634417	0.769895208425678	0.799902799798962	0.782440457823464	0.762696077452685
hamRP	0.9259173871326	0.9506328971884	0.74842862980635	0.71272414559215	0.681852885190675	0.75818178188035	0.84316080110985	0.907733683531675	0.8118897969188	0.797497943841725	0.9162847439848	0.778489498826975	0.715930554225467	0.707742135683571	0.53732895909984	0.7611185083934	0.718612766296	0.7515916523049	0.70054663669568	0.746548663401089	0.714681823126125	0.748766453536534	0.70558573116508	0.795656450872369	0.75001953341376	0.794589953989388	0.8895527693886	0.9028508245772	0.845172555291086	0.879986729832186	0.6549759495006	0.7824364807357	0.74868227320035	0.783592306028445	0.7622675303825	0.827173568925309	0.77855387268994	0.85018597985005	0.706462422060143	0.809587741982686	0.749013718306317	0.747850769929691	0.691457890220143	0.78491169465235	0.7618908731244	0.8025133952193	0.780862434865508	0.858779943563088	0.769329753554825	0.8523609538552	0.745280909430375	0.756057722947229	0.7436689566991	0.783984223583875	0.80638586460548	0.844300116354725	0.75691723403808	0.852779405404362	0.82790376277	0.79087348593985	0.7106646979336	0.815379049261167	0.9108611206456	0.917515616682	0.8782594259364	0.88501039315996
hamRS	0.902004470159625	0.902284247765125	0.633969344470062	0.534384114644391	0.623300489226797	0.528417861629297	0.830910934745156	0.848654903993453	0.85618839020815	0.705187721524734	0.92651561742175	0.696153084120234	0.5653051775385	0.604475958202411	0.7611185083934	0.3714024745495	0.47325285891625	0.422376959712031	0.5948680232743	0.587125837973042	0.583230988413094	0.566178444376736	0.616184802157975	0.575077437101317	0.544127558160975	0.633815940628617	0.878922298035675	0.8125682204567	0.825049036876875	0.787979837335679	0.703777724571625	0.507901430312891	0.487863137084359	0.501334341328292	0.767180598303125	0.708560615126511	0.61554175725515	0.661300795653104	0.594619309141089	0.598252802307009	0.555477835794875	0.548978153384659	0.669141754078518	0.433828624263328	0.437734579575172	0.527055050656537	0.707228334773145	0.638496037803492	0.449085580360953	0.642867287860359	0.440677566209906	0.481180936879482	0.518623347589042	0.469147507419766	0.784321848980125	0.653198587893617	0.601609138735338	0.648525181059188	0.794642922797625	0.655768238046563	0.61622218721635	0.598301166139625	0.833775521848781	0.817215467603875	0.875976738456656	0.803031826356075
hamRoot	0.914531802184125	0.92593000672825	0.62324551133375	0.52098461806875	0.552318680768141	0.529337669475406	0.830742123417906	0.867210927112766	0.848032300786475	0.701532661196219	0.918160541113875	0.689510017222891	0.504711607797583	0.577541044747768	0.718612766296	0.47325285891625	0.397814025083406	0.457341081996813	0.5526497318147	0.5624876715785	0.535309947699313	0.544510794764639	0.5842617244467	0.591931213892461	0.529592887061375	0.63552027258768	0.879130655807525	0.833274261921367	0.8264228697965	0.796597636312214	0.66815073504975	0.512114498492641	0.483846872866484	0.513318392376931	0.759083620509188	0.716419377216943	0.598270643597088	0.678194367304614	0.570779899800339	0.617109030169911	0.549546108805635	0.538706000866125	0.642610810873411	0.476158138068062	0.432823387904766	0.540409294931488	0.70406295119474	0.676198594250133	0.445431977599344	0.667925942069094	0.440125485902266	0.492282571576268	0.510228376336062	0.49907337636875	0.78193744849915	0.677486621510766	0.582187542964238	0.672669140169234	0.775932889971833	0.636162803882177	0.574261176791475	0.610600889328416	0.841783128302469	0.8362009053319	0.874195937325281	0.816272426149758
hamSoil	0.909213674603	0.8993236561755	0.620909562918	0.538345940918672	0.610436628958844	0.502544816554813	0.822397960911344	0.848782183467453	0.857295088741275	0.69774820423936	0.920606109111375	0.697279172088453	0.557843097497792	0.575327525666803	0.7515916523049	0.422376959712031	0.457341081996813	0.356234826114406	0.577987829449125	0.571540668394153	0.564254316876844	0.541884140699236	0.605277781266025	0.568036039934519	0.525833390792538	0.620217257554664	0.876599263807925	0.807345540642792	0.813713439084643	0.77727827725392	0.712889725767	0.487771401206343	0.466406169925047	0.481433086845861	0.759982114794687	0.706846035827648	0.607372743881287	0.643557055712333	0.572799366185786	0.5827528977675	0.539037537179115	0.529159679657557	0.655324338410214	0.439351149772766	0.422695877626094	0.492909488958475	0.698805722841452	0.643141334934117	0.432590025286875	0.626246516239891	0.417090704788859	0.460976614126768	0.499867007511646	0.453060110863453	0.77553293525675	0.657511214208219	0.587731967637575	0.631165113272281	0.787160468587208	0.637205637854937	0.59376387491445	0.582000288127354	0.829554504127156	0.816305298620017	0.86742346742025	0.789567487448042
spa1RP	0.880090023289	0.898143442311	0.66291432317005	0.5737682594042	0.613064604546775	0.605756157168125	0.7971599848967	0.8516211195266	0.81825386209992	0.697955399300025	0.9165149263498	0.683820004321975	0.546864295678733	0.560606182516743	0.70054663669568	0.5948680232743	0.5526497318147	0.577987829449125	0.42806803083384	0.536511060945111	0.515667581160425	0.555112892642578	0.55506340267504	0.641976356239077	0.59319127060882	0.672809596585575	0.8335065532168	0.81555373918372	0.789140989027914	0.786939721322114	0.6445836464158	0.600262430109525	0.5850865338503	0.604033341981689	0.7370086157066	0.737944609358745	0.65555832943838	0.7248125093201	0.592346079334857	0.687492650106486	0.634624767001734	0.610843787286927	0.639333034815914	0.603208091316825	0.5731497921353	0.63983529343242	0.698058005178692	0.706768892265887	0.570749475101675	0.698424221085925	0.556653388328675	0.593320719563057	0.599869437502767	0.610069637772075	0.77432568181736	0.718860073677188	0.62653636513478	0.715271170455837	0.7607118286774	0.6633836120533	0.5837370451408	0.668489539270733	0.84371508678645	0.841184685658507	0.8496034664856	0.813039805665907
spa1RS	0.883587747803667	0.905393473008889	0.684916825141306	0.592369879663986	0.640500292482722	0.626688986013708	0.81659570931075	0.843948959219056	0.834794775888356	0.701606732857431	0.916683353103445	0.692441234854639	0.550652359415482	0.582817591205397	0.746548663401089	0.587125837973042	0.5624876715785	0.571540668394153	0.536511060945111	0.477627728836519	0.527755899978181	0.541679223038692	0.602265857912311	0.631869276342307	0.598082827619622	0.671543417521486	0.844295727284245	0.809366445429615	0.797865191219016	0.783525108886428	0.671680111679444	0.590600774178097	0.583679363677694	0.596599811604136	0.760634106718389	0.740885668194778	0.661566904098744	0.724637280004315	0.619572883959508	0.684181427852587	0.637604623267963	0.612058112115232	0.668380509991143	0.599541493900014	0.571515914476333	0.638345070242855	0.705532713671453	0.699076256589986	0.563729542236917	0.690555885243209	0.565869970407514	0.585648444819841	0.609672122099019	0.605218965495486	0.773261864363511	0.705511837427229	0.635628674112811	0.704457847716986	0.784857459142074	0.663436449794824	0.606248713180667	0.672492145031195	0.853040966198167	0.834800273347489	0.857331504354167	0.814139667023504
spa1Root	0.900598780597125	0.9167808973505	0.658235097288656	0.55631386289814	0.588735423296547	0.594630367760625	0.823612456841781	0.863348386740641	0.8172285590181	0.707664433389594	0.919232042293	0.680993476041031	0.523715580445042	0.561964087152911	0.714681823126125	0.583230988413094	0.535309947699312	0.564254316876844	0.515667581160425	0.527755899978181	0.442658280997531	0.540377407364306	0.570558084510875	0.632564206796115	0.558772551757975	0.661990011332593	0.861832951323525	0.836182709305383	0.794657567138214	0.8023695276105	0.654973854141	0.58604980653036	0.547022293179781	0.588633605068667	0.740514107713292	0.733661779613886	0.64494851765465	0.720857928478812	0.601026367360535	0.682040928531152	0.599874802359458	0.596595070639738	0.642112788180411	0.586530101159672	0.552907332602609	0.626684540376787	0.698801476340923	0.705559259097023	0.542862551494031	0.697338891266953	0.553637418380953	0.587457862185375	0.579609602605292	0.604066142047797	0.77982504618095	0.712844384950992	0.626794175643713	0.717457893133219	0.778248090975167	0.663534835474854	0.57048052231145	0.667320157133125	0.861952885356125	0.848947288487625	0.867990145449125	0.825830858856967
spa1Soil	0.886028955227222	0.897979762530111	0.661051212854111	0.571353650655791	0.632197917226861	0.596100076653625	0.814974834222972	0.845411163591333	0.836848310155156	0.695885630382625	0.924784386657333	0.689449961886222	0.543886773482741	0.576017259592397	0.748766453536533	0.566178444376736	0.544510794764639	0.541884140699236	0.555112892642578	0.541679223038691	0.540377407364305	0.482632252243555	0.597383199626178	0.621156517393453	0.575914994164044	0.635109885091424	0.841263578158644	0.801342707844304	0.793487179245333	0.769024001894055	0.691338863188222	0.569994192454639	0.555920262267292	0.55115219460579	0.759471820615278	0.729780753745737	0.647118707727967	0.70423524996801	0.618878409574016	0.667428690569	0.617154189826204	0.578477693956071	0.678443691799921	0.570106835691514	0.547213719927653	0.612835401112022	0.69864032112606	0.68267869050534	0.529276362469222	0.669785216678139	0.540728677256431	0.574388579964397	0.589728085949611	0.558931295408944	0.764834463377244	0.692395260949979	0.623083654326456	0.683791607980882	0.771613409871037	0.659219237233843	0.605577688186533	0.637644519085639	0.832717183734056	0.822152330555348	0.848025964212167	0.800416759727889
spa2RP	0.9169445619878	0.9432144829498	0.67944578773145	0.591802634997725	0.618309554885625	0.62217947882375	0.82506908987855	0.884347501139275	0.83288612121272	0.742923753909175	0.928246234117	0.70561484074805	0.579291627087733	0.590743617720857	0.70558573116508	0.616184802157975	0.5842617244467	0.605277781266025	0.55506340267504	0.602265857912311	0.570558084510875	0.597383199626178	0.4390831224948	0.616105685225538	0.58878251406304	0.6501862829499	0.84700403122516	0.829903102000454	0.802207769537	0.806474123633328	0.652849577582	0.6387162332003	0.611190063736225	0.639029380361622	0.739360654869133	0.762105490231291	0.67865576536532	0.749907408766333	0.616411488587457	0.7085922153077	0.64133641363025	0.630747196505709	0.674673554218257	0.63471473140235	0.604578520839125	0.67027383938658	0.723317245511831	0.736629534976063	0.600736357553975	0.728392169970425	0.5906846212498	0.626171524595229	0.629809867560233	0.6411957410593	0.77729446981768	0.7434935584107	0.65337325429606	0.7375775066721	0.790359524974267	0.696827500688567	0.62232524395608	0.695734143495567	0.8565317204079	0.856991164224173	0.85515933855745	0.824517188820187
spa2RS	0.909292487236308	0.913248282609692	0.683196454275654	0.605608321563712	0.675044892564221	0.594650956945058	0.833317289858442	0.855375098244616	0.860550098055031	0.736578690920326	0.942581088253154	0.741055200402875	0.631324310003282	0.644364088588165	0.795656450872369	0.575077437101317	0.591931213892462	0.568036039934519	0.641976356239077	0.631869276342307	0.632564206796115	0.621156517393453	0.616105685225539	0.510508859749479	0.581668991220215	0.592382308523832	0.869263245351554	0.79143894421679	0.829466674752769	0.777850146811489	0.733119703431692	0.576885861221288	0.572818099065654	0.585414585449932	0.794865399755141	0.740833279644119	0.676010679134631	0.702206074846013	0.661575755855736	0.651542204787319	0.625518617006564	0.62663634488807	0.728705254446275	0.570114290092346	0.558478601022019	0.613857425484731	0.734256405149734	0.678347245940135	0.537549729777327	0.675400290026394	0.557458007362105	0.579460236034659	0.614656599806615	0.580762627879327	0.798218232241092	0.695987437748149	0.649107186644646	0.671244274476491	0.815636420113821	0.691452024337122	0.6631351066704	0.651834415637589	0.833034890504769	0.818261190667831	0.866759263739423	0.790884931425708
spa2Root	0.9120411571592	0.9288389331217	0.647445067756525	0.548535346232363	0.58710033051825	0.53910032982885	0.829176298275425	0.870304684962013	0.8464198014693	0.74044793496325	0.9340784705932	0.724426929854813	0.574406722167	0.617087756339028	0.75001953341376	0.544127558160975	0.529592887061375	0.525833390792537	0.59319127060882	0.598082827619622	0.558772551757975	0.575914994164045	0.58878251406304	0.581668991220216	0.49094713117176	0.622748124331794	0.87708801370452	0.838153172151466	0.826063050029386	0.811434147939336	0.6932114055833	0.545541318807687	0.505306396276212	0.548065416148922	0.772504219859533	0.735978845827909	0.64014128636703	0.692255516635242	0.618777077963071	0.630544757596036	0.563061145103233	0.581286678450145	0.693835420290171	0.5333348773136	0.502399820857312	0.57923082643526	0.710747346239715	0.692674812756425	0.480148754592512	0.67802719998705	0.508594065593938	0.5542846078637	0.56479812040425	0.5584417571675	0.7863190561159	0.699321045572782	0.61600090350376	0.686519372733412	0.803419944597633	0.675074335445142	0.6014023302851	0.6304490745567	0.86477834564635	0.844670247552113	0.883121673160325	0.814438318016333
spa2Soil	0.904494340556375	0.885711444962625	0.715586971080813	0.641916397392883	0.697426499454047	0.640213842601875	0.828915099534187	0.858376158282586	0.8605249426708	0.74713199675507	0.936392588510313	0.757166672321071	0.655196026095833	0.673044306575687	0.794589953989388	0.633815940628617	0.63552027258768	0.620217257554664	0.672809596585575	0.671543417521486	0.661990011332593	0.635109885091424	0.6501862829499	0.592382308523832	0.622748124331794	0.566368643879492	0.872116025401838	0.811146345915059	0.826899750047	0.795198361013237	0.725114365927688	0.631816408219211	0.623595619956805	0.618145385107959	0.791305090645864	0.761533839137551	0.705647226809519	0.735232486705401	0.681651655984696	0.685900154710942	0.651413407158401	0.638701067266273	0.735844423194277	0.626330292624265	0.609416614011015	0.660155277265131	0.751271117753673	0.717435212038368	0.60014565255693	0.709958160585984	0.615616862693336	0.639355248944696	0.661838606484614	0.625658270003773	0.802632416159425	0.728814839914859	0.689279904663782	0.707715871864805	0.812142192249125	0.716920657409365	0.688204974690012	0.677209719727109	0.848606192667234	0.829405094008984	0.864739560719578	0.802527735962842
spa3RP	0.9022213782254	0.9273496241042	0.8672758518601	0.888487759658475	0.94966840132235	0.895811470567925	0.8347901661079	0.8870929232046	0.85340715405952	0.85214048086755	0.8881778198432	0.848329029606575	0.851042368766533	0.837904895775971	0.8895527693886	0.878922298035675	0.879130655807525	0.876599263807925	0.8335065532168	0.844295727284244	0.861832951323525	0.841263578158644	0.84700403122516	0.869263245351554	0.87708801370452	0.872116025401838	0.64864148670432	0.79544016107576	0.757553800879714	0.798749427671871	0.8745486703644	0.877935707383675	0.877853405766225	0.881749173517822	0.8708361766764	0.889523830666546	0.8689900034014	0.885756140659167	0.858055448892229	0.893909482598457	0.885901903340217	0.875909426602273	0.869106481744171	0.89561711761465	0.8906483087519	0.89178397999068	0.820578761073092	0.851316716758725	0.881721872213825	0.842776109095987	0.870662764137275	0.849159100065886	0.864263076512033	0.858103074006175	0.80711964998504	0.8607896317919	0.82691278528014	0.854999036159263	0.821393395325667	0.864858070554616	0.86004877357796	0.873988854468967	0.82794723553145	0.8612713987564	0.79069822584765	0.84334132895932
spa3RS	0.9186840773506	0.9024471075976	0.838588447635467	0.851260169161933	0.931891278809742	0.840450316546367	0.829072941861083	0.84316224048165	0.874352977688693	0.782158095629017	0.906719519364066	0.81201248225435	0.825708004108666	0.792768100439238	0.9028508245772	0.8125682204567	0.833274261921367	0.807345540642792	0.81555373918372	0.809366445429615	0.836182709305384	0.801342707844304	0.829903102000453	0.791438944216789	0.838153172151466	0.811146345915059	0.79544016107576	0.636376116916987	0.750662281282505	0.659411817378443	0.8585250969966	0.813661623937633	0.827501476710225	0.818999263986534	0.866200820472256	0.851788801799091	0.836387252401187	0.839814539602483	0.824188763705553	0.839147962833781	0.842671184391917	0.830793558911552	0.835020140678409	0.826337816458767	0.825409633889716	0.8344752416477	0.813729027593256	0.7660497868818	0.81657188332305	0.759252403259492	0.813251362310733	0.787069170844838	0.809196023136889	0.773586346835742	0.810054893681493	0.7981778542974	0.80150293168998	0.774380333186425	0.828953896580889	0.805093028461316	0.84541181942796	0.797740517876183	0.772178381535383	0.802243709627702	0.8144939903362	0.78021954228852
