ItaRP	ItaRS	ItaRoot	ItaSoil	PulhRP	PulhRS	PulhSoil	SDRP	SDRS	SDRoot	SDSoil	geyenRP	geyenRS	geyenRoot	geyenSoil	hamRP	hamRS	hamRoot	hamSoil	spa1RP	spa1RS	spa1Root	spa1Soil	spa2RP	spa2RS	spa2Root	spa2Soil	spa3RP	spa3RS	spa3Root	spa3Soil	swe1RP	swe1RS	swe1Root	swe1Soil	swe2RP	swe2RS	swe2Root	swe2Soil	swe3RP	swe3RS	swe3Root	swe3Soil	swe4RP	swe4RS	swe4Root	swe4Soil	tou1RP	tou1RS	tou1Root	tou1Soil	tou2RS	tou2Root	tou2Soil	tub2RP	tub2RS	tub2Root	tub2Soil	tub3RP	tub3RS	tub3Root	tub3Soil	tub4RP	tub4RS	tub4Root	tub4Soil
spa1RS	0.595377221530683	0.519764152232317	0.695978187321311	0.56878016257155	0.683249627750311	0.620575998637117	0.662547923991216	0.633941274014267	0.597838311358391	0.798988402131188	0.624924351567808	0.76125783432515	0.681101594402017	0.907279468165467	0.685011308212867	0.7345326637764	0.592116752595086	0.873648481519278	0.68971186209276	0.5847902763637	0.479725352062746	0.784708831074585	0.561302804105271	0.688678548038547	0.560958086567303	0.81250971163703	0.578503154358747	0.698913964835639	0.574369193025152	0.808881275328934	0.631746263402502	0.70780802055825	0.664224184912853	0.7970002343193	0.73283932988888	0.701995918308573	0.722261022591517	0.824168721127162	0.800661336305673	0.697627951895187	0.66933151211188	0.807519682658972	0.713748781999013	0.668945114670104	0.641119861483829	0.796326646378138	0.674218187379689	0.675022824455795	0.609208278874067	0.754283480096584	0.63135495891075	0.649564000095622	0.838520439271013	0.681349261863178	0.63286063854584	0.586052931627596	0.684939525976838	0.616738741983054	0.685037160102989	0.622214095731795	0.799422066847295	0.666193026978787	0.648279555626206	0.583517721627105	0.741479954381658	0.6356089978669
spa1Root	0.768791063755389	0.809581316806972	0.745113363193519	0.820156483670472	0.758066526802111	0.78157502116957	0.809195777255222	0.744904424039472	0.801039328587305	0.721124503143833	0.810164076378097	0.717005747817778	0.76701148708175	0.731690523998111	0.815792027333333	0.748998953194222	0.801255428994476	0.778716936942371	0.851512623008333	0.740097533817037	0.784708831074585	0.633723754387753	0.82268207096923	0.754678466748222	0.777624695196641	0.704529214797182	0.810105458711755	0.753582272349763	0.801824153697222	0.704447780434166	0.826404043435177	0.758757810391084	0.800866555074497	0.728685679297651	0.846677568274022	0.755086247818266	0.838997776717875	0.73538344909427	0.887606106305878	0.763497824163022	0.830934326153644	0.759301950788928	0.853228192562941	0.779741240667198	0.827834880611778	0.737552458852215	0.848505602724741	0.758566163692834	0.790531439489229	0.724398656900607	0.81276338585734	0.788762625276926	0.728752913484867	0.814286968206916	0.755091716985356	0.80836669309452	0.749167936310397	0.824978308034695	0.760468408151454	0.792812823364135	0.725630105244018	0.819273323916882	0.741990403397231	0.780070853036204	0.723711856993716	0.805342937460438
spa1Soil	0.64899019078975	0.486400648144	0.722778427544063	0.490430014471844	0.749253172362729	0.615337690176398	0.615930943080274	0.70508723018175	0.61625504102343	0.844213873117052	0.621620298470227	0.839607460695313	0.724926373848172	0.939324409542625	0.663838878737271	0.791664369352687	0.628465017736143	0.892955102068458	0.631203981315463	0.678260539587802	0.561302804105271	0.822682070969229	0.4762907594155	0.754302927305625	0.576488486238548	0.842458218881711	0.531669897462012	0.762697404091563	0.573326489217959	0.84819819181739	0.568626073886483	0.767513182563412	0.683136644813321	0.829794230771255	0.711112175880283	0.750899652026462	0.743689245910906	0.848992700629759	0.780338160643093	0.7533693208787	0.679443786233892	0.828225766911978	0.697244377526912	0.72260919718393	0.666751032031241	0.826514673232165	0.670755113942454	0.731699671975612	0.607899146611793	0.795227974742923	0.593416401602797	0.626550940640167	0.8622540846003	0.6327470919235	0.689486342409567	0.591908098829894	0.735259976687179	0.574794137752051	0.749205143734974	0.62442034657521	0.835208057815344	0.62476558922266	0.71538128452423	0.609826768670922	0.785014775484547	0.602106632111187
spa2RP	0.52668348133725	0.690301073460875	0.677726413009033	0.728492844269025	0.515226741904133	0.660123807836613	0.735285130288325	0.581443678752975	0.702604008340088	0.749839262843817	0.730292644175462	0.61819321122335	0.68350455930025	0.8571864009806	0.7634032131663	0.6132736627612	0.651805792644914	0.826090423276584	0.79168071637026	0.54047889614675	0.688678548038547	0.754678466748222	0.754302927305625	0.42169881287726	0.607168289136331	0.764011207168391	0.6966946302224	0.55094738834594	0.674214431945271	0.747375631433384	0.743846132945739	0.67487886543635	0.752111287118427	0.768023322856586	0.82659367769422	0.70565145598524	0.81683451963435	0.791847136189757	0.88335171326105	0.68451397991476	0.796585297707426	0.809124639786114	0.83033821473404	0.701794132961067	0.781616575576907	0.788759632042229	0.81557347897994	0.5431035459707	0.678230633548375	0.703415824865462	0.731551522693407	0.706946490092708	0.80309342467272	0.753950675028533	0.555975538014007	0.690759113176338	0.615335277834022	0.730735069547544	0.5939157559191	0.691703443153871	0.74545118933675	0.752710390340488	0.562549536223367	0.660028981476142	0.699330129844488	0.734098046184594
spa2RS	0.544984908317135	0.480644991296539	0.651815747061359	0.520350228236423	0.621439131161461	0.544946661653462	0.599144538201087	0.611047295254423	0.590764462103577	0.796613418647141	0.615038249895308	0.726435984348885	0.648734416165904	0.904900239445154	0.658327794070128	0.690679583833923	0.542760574471407	0.861951815598718	0.661397304475569	0.585916508423013	0.560958086567303	0.777624695196641	0.576488486238549	0.607168289136331	0.412420319438746	0.793601169507196	0.487550152560467	0.643342879511221	0.511723023833297	0.793179716591666	0.572292991732292	0.710463466691128	0.677545134795318	0.795034386959061	0.738418660662498	0.714397517169985	0.767055934810615	0.820625519554879	0.823670134391346	0.714878645140861	0.712430799249641	0.820872722756461	0.740579504745985	0.702631899062419	0.702190877639517	0.805443507580945	0.723259003905887	0.608806674910692	0.541186474056154	0.732474684433852	0.571912742445471	0.576323513198026	0.825188939782031	0.613944232800103	0.585778037316621	0.536657547523803	0.650846479612264	0.561945290637116	0.654966179185417	0.57563231158605	0.782837555592166	0.626086393130866	0.612243293231481	0.544259711917673	0.72693441746989	0.599520289033351
spa2Root	0.794869622387136	0.830676227726954	0.759029929881818	0.842413961082704	0.78139394990203	0.804021997404012	0.826058286521148	0.76940392293925	0.819762660114546	0.747499877598954	0.827640902608454	0.754839805621591	0.795362403983455	0.732475747731545	0.827903379497333	0.753387727311727	0.820853580261	0.747529912739864	0.862398989309673	0.775663302594834	0.812509711637031	0.704529214797182	0.84245821888171	0.764011207168391	0.793601169507196	0.641185877745025	0.825795843063497	0.775700249404515	0.820513843394058	0.720488531905614	0.844098221186479	0.785641753821197	0.828464382670255	0.743623289375195	0.868045655105242	0.785495287943291	0.863373905919307	0.744517639646623	0.902210087018209	0.798506070298727	0.855457107994139	0.768813484190779	0.876821690242703	0.811287822952586	0.858293343019909	0.742883766295461	0.876826702231079	0.781595212956883	0.814219187743273	0.738365814749049	0.835753288193386	0.81868688087581	0.728196761725436	0.839778195843833	0.779127905750885	0.830031102581483	0.762953113980916	0.84819958379342	0.77944242503475	0.814927353172344	0.714301239676159	0.840044280716358	0.770187888368833	0.805560015121061	0.738391949291472	0.828823028213177
spa2Soil	0.59305814101805	0.457849171857033	0.686353364319645	0.46575243726295	0.6994689971984	0.561860307367875	0.580799324130241	0.677069864584483	0.6090279298387	0.829192688834722	0.616128340992025	0.803136895504217	0.690896086221283	0.931458160545267	0.639364639876867	0.754734323626333	0.575773903897533	0.881421995278711	0.616065389542987	0.654523800907767	0.578503154358746	0.810105458711755	0.531669897462012	0.6966946302224	0.487550152560467	0.825795843063497	0.423458947164854	0.717653853944125	0.531911233770067	0.830112418413722	0.540811381557387	0.74560733271735	0.678447482832298	0.814494658420333	0.714331237762978	0.73879124518852	0.759355051008634	0.840329477771352	0.798756097134647	0.740362407262493	0.696827290337058	0.828486874866914	0.712874595428057	0.720485016536519	0.692466259375943	0.820927807224704	0.697627660409107	0.682213254609243	0.558937810972621	0.773702234434933	0.553261531582492	0.578820424751616	0.849830188462107	0.590932635934011	0.6503104446712	0.553678379695216	0.700801881835943	0.541314073780363	0.718064753494484	0.586687717125333	0.817510909906544	0.5998368702663	0.677052923631245	0.569436665218744	0.763011394865525	0.578567602564333
spa3RP	0.557774924905167	0.709861386167433	0.6962641519936	0.7396336502812	0.531965896458422	0.668453262142034	0.737150287908266	0.617397672850283	0.717785451421775	0.744908843207522	0.742228370946183	0.61493294543745	0.6833995853967	0.8446236689764	0.769427825813645	0.630544075720333	0.664832169689714	0.826716550759333	0.79968302979808	0.574723386333033	0.69891396483564	0.753582272349763	0.762697404091562	0.55094738834594	0.64334287951122	0.775700249404515	0.717653853944124	0.506016415506293	0.6585103549504	0.740254910181411	0.731856774609555	0.704106497713617	0.770622400934636	0.776567595615396	0.834315402816827	0.727497903622213	0.8343937610703	0.792957715493828	0.891763299742574	0.72192438264188	0.816411269867067	0.8183504314768	0.84613455357656	0.742560509105815	0.808215689771086	0.802611943635361	0.838115381496467	0.543007220448595	0.673478471745384	0.703419377201872	0.724610482962529	0.698676812792517	0.799659841338427	0.747630848224228	0.566508988665364	0.6891506661887	0.621215376550738	0.726120045520229	0.621917099544517	0.706106284430567	0.758042785004489	0.759859272916041	0.573047596070794	0.662834127112439	0.696968262395137	0.734345823399546
spa3RS	0.58700593982634	0.494107752449661	0.676387226941214	0.513975730412893	0.65326301902381	0.552612935178009	0.581983733658714	0.649448185736428	0.592925222164482	0.819829919032702	0.611229874552063	0.769825044431429	0.674986685489518	0.922450202401286	0.664308188094429	0.728586869744214	0.551264874576806	0.86805697133	0.659521338301343	0.637946836643512	0.574369193025153	0.801824153697222	0.57332648921796	0.674214431945272	0.511723023833297	0.820513843394058	0.531911233770067	0.6585103549504	0.412606871057163	0.818327045505744	0.492794830307833	0.752870675391077	0.704128998530743	0.814984943135306	0.747707998830204	0.7462847230241	0.794242895922875	0.833760902236562	0.839156499157728	0.759338304792243	0.736223657929372	0.84304809768498	0.759468484445224	0.745192704571643	0.729366756243204	0.830867988249184	0.746754886790476	0.622131098696775	0.490342456867696	0.752606752380527	0.507889006204402	0.534951443055369	0.839473773240371	0.56862717387575	0.604842839759443	0.496508846310656	0.663062012172888	0.505561081332853	0.69566667336881	0.580330840085928	0.808602609680369	0.61308904736537	0.641272970817464	0.531210706912851	0.746935680658044	0.571103108077121
spa3Root	0.777656545752646	0.833147627912125	0.743491186074195	0.844543978791771	0.75477169443475	0.806951218362177	0.83546396471475	0.742754446382667	0.817430663759104	0.6889116627575	0.825291597138552	0.698391583143375	0.777074366011208	0.740422102262833	0.833258798429333	0.736481112007833	0.820531785030333	0.767833682277722	0.870117853599617	0.751819264555819	0.808881275328934	0.704447780434167	0.848198191817391	0.747375631433384	0.793179716591666	0.720488531905614	0.830112418413723	0.740254910181411	0.818327045505744	0.626012263643792	0.843498605053616	0.763673923126139	0.815436912839678	0.731355769749917	0.860774601172172	0.768694778259884	0.850904893933875	0.737690128956143	0.892516793624517	0.774875322440084	0.849601613104456	0.762643898926929	0.869289634083911	0.798380728635037	0.848858447191309	0.746786035295518	0.868030775851144	0.756009802151601	0.810316498105922	0.720167077217115	0.834910339584198	0.817658745551618	0.739072476485417	0.842796183457806	0.758434122509006	0.833151251703729	0.746540309243333	0.849485718011864	0.761664031428194	0.81216117585303	0.72983588116759	0.840924336629693	0.748387373033243	0.803388395160299	0.71740065043563	0.830460238839942
spa3Soil	0.648872956508417	0.503116750639366	0.709020427010489	0.4809996809102	0.721169500798422	0.577833283583142	0.568194667364875	0.71640018995215	0.64072952842155	0.846361197259878	0.639896014418408	0.8294796123222	0.727773285603733	0.942673298950333	0.671720758452089	0.780632104971267	0.609131266820438	0.882897580828844	0.634306347758533	0.705322289288178	0.631746263402502	0.826404043435178	0.568626073886483	0.74384613294574	0.572292991732293	0.844098221186478	0.540811381557387	0.731856774609555	0.492794830307833	0.843498605053617	0.422228188120596	0.789454118340878	0.720153165347472	0.831886684588243	0.739122312155489	0.771868728522587	0.803777769185641	0.850824864837771	0.828617668963206	0.78762262987284	0.740836726055155	0.852231046184086	0.749044756213462	0.772234497280074	0.743357175432019	0.845792959313643	0.7443014643658	0.689971110277462	0.523021536378467	0.790006307328159	0.496210078063642	0.527071601790211	0.856345185290346	0.527895199252589	0.671095789506245	0.535929072214283	0.718277134618824	0.4868926841212	0.752154383436755	0.598504768283847	0.835268918494539	0.590595891844567	0.703535562730489	0.573404882708006	0.780921116631833	0.556937845698438
swe1RP	0.65839637502775	0.726075743008104	0.726758841874583	0.751475953534625	0.671105815581278	0.717231211230063	0.765310122015271	0.616989526081854	0.704200999481271	0.73619001724107	0.71625797997575	0.698810412493	0.717406056934708	0.846316500626917	0.757276772163361	0.702578309274917	0.725623923304226	0.839882324886458	0.800549526955017	0.616339413584056	0.70780802055825	0.758757810391083	0.767513182563412	0.67487886543635	0.710463466691128	0.785641753821197	0.74560733271735	0.704106497713617	0.752870675391078	0.763673923126139	0.789454118340878	0.533125023010958	0.628567046027856	0.709671265214458	0.713257257508661	0.595820453420933	0.686384402987615	0.7678235851635	0.772171943964883	0.562635925245667	0.68018178813555	0.749788103553637	0.720633114120145	0.589388796603102	0.67228612943856	0.739339770663488	0.703499568062033	0.710111724034363	0.755407289712162	0.751975501420442	0.784277426809318	0.762256333932632	0.803561787709583	0.789336447742757	0.685290061944023	0.763693974061557	0.717477123566428	0.788815073457594	0.656359940453514	0.698727169951726	0.762241044410541	0.739219775436568	0.655284154266952	0.698356066517354	0.722883761557927	0.742689120262766
swe1RS	0.685796882721883	0.623197998995967	0.742665645114755	0.632653702489267	0.744503679176178	0.662620279553742	0.683840063766083	0.665324246793667	0.615078773091008	0.8007400997295	0.599445920137383	0.79986301585765	0.7183132378521	0.904970302969867	0.679948575406111	0.7764540609224	0.705041087254886	0.880074660186955	0.73665791779476	0.676577862385856	0.664224184912853	0.800866555074496	0.683136644813321	0.752111287118426	0.677545134795318	0.828464382670255	0.678447482832298	0.770622400934636	0.704128998530743	0.815436912839677	0.720153165347471	0.628567046027856	0.424729004248845	0.74773434945709	0.490204790929356	0.612116032647907	0.549678443213634	0.806950152223457	0.599505752456173	0.598965461184827	0.511840545596178	0.749415466960476	0.522978800208724	0.592182788501815	0.527980096665281	0.765206867158534	0.524827003559133	0.754487168526348	0.712343477232167	0.788197843625528	0.721644924612474	0.713791164408878	0.844823735991186	0.722191456993017	0.71390815747248	0.718408542699237	0.749849166186272	0.725972351826966	0.715626746662678	0.597037869409452	0.801156963460078	0.610790332490334	0.702818361869794	0.650781419299634	0.760531057117929	0.66412426104375
swe1Root	0.772895146180875	0.810014221308	0.739703858436571	0.819218367466982	0.777758486341453	0.801343535252223	0.824048132831384	0.735211782108714	0.795723628347206	0.703197945803619	0.798087610040598	0.757321274491482	0.789975103801536	0.7582512671975	0.816622028112786	0.757170647981357	0.806665849229551	0.773145183302774	0.846663693102643	0.745152931517667	0.7970002343193	0.728685679297651	0.829794230771255	0.768023322856586	0.795034386959061	0.743623289375195	0.814494658420333	0.776567595615395	0.814984943135306	0.731355769749917	0.831886684588242	0.709671265214458	0.747734349457091	0.627508905974092	0.799800026310385	0.7181274610259	0.797085639800375	0.719966605678531	0.849644898390135	0.717458342467971	0.792905642563034	0.726801826437133	0.818855476352191	0.735696780304349	0.791029067169796	0.711307948401827	0.809121260945386	0.788912033052719	0.817346546407187	0.750333487337115	0.832452515863223	0.81474543568481	0.745835033641829	0.830766850740405	0.772048755360071	0.826354823336763	0.756658654466311	0.838279989903772	0.762908981038965	0.788334942376062	0.727007424160768	0.813737884293018	0.753681365498047	0.786089043152952	0.724486631539964	0.805656117168781
swe1Soil	0.759956768097367	0.668278568725883	0.792732114012444	0.65301176558375	0.814672260658244	0.706789399644308	0.700203553021166	0.761240218835117	0.671395577467642	0.8530652139747	0.635543340195034	0.870784683763	0.771999519561133	0.932341934741267	0.699195432954156	0.843622279156667	0.764568417253343	0.907565546073822	0.749513033325093	0.769074135713022	0.73283932988888	0.846677568274022	0.711112175880284	0.82659367769422	0.738418660662497	0.868045655105242	0.714331237762978	0.834315402816827	0.747707998830204	0.860774601172173	0.739122312155489	0.713257257508661	0.490204790929355	0.799800026310386	0.426408670274018	0.685003500588813	0.5741141298347	0.845635546538714	0.55378210594778	0.682840674408773	0.539191939913746	0.782542434212243	0.506571560216302	0.681667357997726	0.584966272847005	0.811017708054019	0.544181420100795	0.816292164904052	0.754968327065663	0.837603452955123	0.746326344509983	0.746885647484211	0.882627902503987	0.74258483501845	0.779416351789796	0.761506938645804	0.80548955795469	0.7507336305752	0.788501129429522	0.636877531952209	0.846544102483677	0.612496732078725	0.775711310764089	0.710528429889977	0.812714594179017	0.692591576476554
swe2RP	0.6790874268849	0.7113548624959	0.731853897124667	0.72966683503555	0.6919224603464	0.697443626282275	0.737278716915125	0.6471833327994	0.698617906137025	0.753629225413667	0.7045014782612	0.72864444457675	0.7282053743599	0.8512995538652	0.748242570549533	0.7196961878688	0.731802743051171	0.8364035825634	0.79824122476068	0.636231819269367	0.701995918308573	0.755086247818266	0.750899652026462	0.70565145598524	0.714397517169985	0.785495287943291	0.73879124518852	0.727497903622213	0.7462847230241	0.768694778259883	0.771868728522587	0.595820453420933	0.612116032647906	0.7181274610259	0.685003500588813	0.44548938124256	0.6177040903879	0.741963728426743	0.71635763542596	0.54350500567584	0.6299203336688	0.732784344674286	0.666826639708187	0.573748905998489	0.622794337453214	0.724296455069843	0.65421174510208	0.720729853286371	0.74434532788445	0.755316795664047	0.76726897110885	0.744468019558467	0.80662546478712	0.768956997117633	0.69457425926772	0.7508895939039	0.721357767521528	0.76762012473785	0.6758704960676	0.672239081453914	0.766196806744484	0.697724411175287	0.663552316027667	0.683597747854	0.72722005805475	0.719340668404563
swe2RS	0.775046800023625	0.732126900969	0.804068746605667	0.742485612410875	0.819737547913208	0.772884575052344	0.785634464069437	0.752731813096656	0.722174435460688	0.84494357317775	0.706485497482532	0.858062889576813	0.807498192596719	0.929905923587	0.772583869691917	0.83227975361425	0.78710898637016	0.911599541995188	0.801083149452225	0.745435945574	0.722261022591517	0.838997776717875	0.743689245910906	0.81683451963435	0.767055934810615	0.863373905919307	0.759355051008633	0.8343937610703	0.794242895922875	0.850904893933875	0.803777769185642	0.686384402987615	0.549678443213633	0.797085639800375	0.5741141298347	0.6177040903879	0.384279398075375	0.818259746951518	0.5056653116391	0.61795484288135	0.4900483568135	0.761492086784893	0.507295156816083	0.60086708174825	0.497966352272687	0.779875524604902	0.506093713248583	0.820947745933616	0.796903871849961	0.838617373020365	0.802358461402242	0.806824861842729	0.880772172993475	0.815598909871229	0.782808019092992	0.790958366211914	0.803534138780384	0.79983534090964	0.784627846579104	0.730864500779411	0.84801735527026	0.735182180078133	0.771506968566604	0.747131137705521	0.815349001535305	0.755202631334672
swe2Root	0.80213337475775	0.842154236724786	0.771495216899714	0.850708382382214	0.790453833937	0.818767162370643	0.835997740607286	0.772037427886607	0.824102193583268	0.743856454905952	0.830887296793286	0.767081438395321	0.812609629874571	0.751641909145857	0.843788065846857	0.786493579600429	0.841321682656653	0.779864171515714	0.872454008064657	0.77971615314819	0.824168721127162	0.73538344909427	0.848992700629759	0.791847136189757	0.820625519554879	0.744517639646623	0.840329477771352	0.792957715493829	0.833760902236562	0.737690128956143	0.850824864837771	0.7678235851635	0.806950152223457	0.71996660567853	0.845635546538714	0.741963728426743	0.818259746951518	0.589719033256612	0.863339525060914	0.761811392524457	0.825226408977	0.734139814210806	0.84806950791239	0.787988164975873	0.830251269509867	0.724638133458622	0.846322199424343	0.800011530068347	0.836855907117643	0.756359055922692	0.853456629469678	0.834251707583333	0.755379792103057	0.854916465427917	0.789890913819952	0.840354477173331	0.778124142961459	0.851621587154402	0.788092924499607	0.82732397227199	0.746521727619976	0.846827455294947	0.780052103661262	0.817068965988857	0.753872406829116	0.831858944223732
swe2Soil	0.841252560193825	0.7771032299798	0.854644000128333	0.76815722564475	0.885364966992066	0.813234362871212	0.802276195176987	0.839498644835575	0.77699223894525	0.897929271113	0.7450445355593	0.92077897307005	0.8511763329709	0.956923524116	0.790622199277467	0.8886988898907	0.8447228331425	0.9397361502105	0.81482826218754	0.8367417274506	0.800661336305673	0.887606106305878	0.780338160643094	0.88335171326105	0.823670134391346	0.902210087018209	0.798756097134647	0.891763299742573	0.839156499157728	0.892516793624517	0.828617668963206	0.772171943964883	0.599505752456173	0.849644898390136	0.55378210594778	0.71635763542596	0.5056653116391	0.863339525060914	0.41495840926466	0.71976985417814	0.549065719638573	0.800915357831713	0.50586421320392	0.716584638317734	0.59980213240695	0.836890445379507	0.558004846688447	0.878936642119893	0.838746703242131	0.882894318303746	0.829095334490512	0.8373688126011	0.91673519277722	0.83299068669795	0.845776719142393	0.8398161210442	0.859198709142014	0.8315932237037	0.8510956750844	0.762219819352607	0.889810060130959	0.741843699967281	0.842492783602408	0.808582262290525	0.86493106095325	0.788690117153419
swe3RP	0.6528028136599	0.7100042679736	0.726539215563067	0.73431035038515	0.679440052740267	0.724405262483625	0.7710097747962	0.6225630125997	0.70605219983665	0.745040406141733	0.7145671293955	0.7170498124457	0.7335137033343	0.865408531618	0.761916273947733	0.7150823392324	0.728562981000172	0.847323767863867	0.79982204654816	0.599606774360633	0.697627951895187	0.763497824163022	0.7533693208787	0.68451397991476	0.714878645140861	0.798506070298727	0.740362407262493	0.72192438264188	0.759338304792243	0.774875322440083	0.78762262987284	0.562635925245667	0.598965461184827	0.717458342467972	0.682840674408773	0.54350500567584	0.61795484288135	0.761811392524457	0.71976985417814	0.36998374364424	0.592725278228413	0.716614975380386	0.640328871329067	0.514612681989089	0.5893420104186	0.720208018256271	0.622567583644747	0.709864457525786	0.752858283372875	0.756234638092416	0.777577084412575	0.76614005593525	0.81660613269072	0.790371556925166	0.68192999952	0.7574844237457	0.711698323728771	0.7791995838823	0.6589547554974	0.696650563487128	0.770099157830483	0.729408167658512	0.651163823104133	0.692623429321733	0.728786906587738	0.738029535742338
swe3RS	0.72614078815625	0.642362837784783	0.7714652784304	0.648085493614017	0.794138598550155	0.713193814446325	0.725736168785867	0.72418508973855	0.6676086181785	0.839685953150778	0.652455736337075	0.852987704070883	0.7757475888659	0.9322324622074	0.724847636956267	0.819095175555133	0.72989119752161	0.904976443069711	0.737338522573027	0.711481257862	0.66933151211188	0.830934326153644	0.679443786233892	0.796585297707426	0.712430799249641	0.855457107994139	0.696827290337058	0.816411269867067	0.736223657929372	0.849601613104456	0.740836726055155	0.68018178813555	0.511840545596178	0.792905642563034	0.539191939913747	0.6299203336688	0.4900483568135	0.825226408977	0.549065719638573	0.592725278228413	0.394948166915787	0.737845220150019	0.436560837865804	0.578394156348874	0.447423217890909	0.768694820344381	0.440750589508271	0.795557379417785	0.740889992840496	0.824023678127179	0.739760929390871	0.7513093407358	0.873019578389293	0.756601978583506	0.749041812702773	0.728590001289246	0.775955600478628	0.730351386116563	0.761654643342194	0.661069090063776	0.837522314770617	0.659592612519733	0.745722186414745	0.685598744236022	0.796046799467309	0.690828785529166
swe3Root	0.808588235954572	0.817976545278839	0.773737781545571	0.822751841926571	0.822814456803666	0.831574239405491	0.845296765342437	0.77506954936825	0.813091032464634	0.742580440293131	0.812226909534009	0.797703376816071	0.819874509724857	0.786270251883429	0.828179397573095	0.801253186600357	0.830469166739	0.783192620897952	0.844806976697957	0.774519107282012	0.807519682658971	0.759301950788929	0.828225766911977	0.809124639786114	0.820872722756461	0.768813484190779	0.828486874866914	0.8183504314768	0.84304809768498	0.762643898926929	0.852231046184086	0.749788103553637	0.749415466960476	0.726801826437132	0.782542434212243	0.732784344674286	0.761492086784893	0.734139814210806	0.800915357831713	0.716614975380386	0.737845220150019	0.659570354877459	0.758998775647638	0.737086338612095	0.74558685903598	0.705765278535592	0.751605549621134	0.825389621136444	0.84014433646854	0.780932394652923	0.847805298274433	0.841276024298649	0.7718600047236	0.850737449176815	0.806299300119567	0.842900442534607	0.786417280428581	0.84763280835646	0.796847639176065	0.808641943045735	0.761961993198637	0.820385207226532	0.790787077664345	0.810823960640149	0.759904567257888	0.819592916180714
swe3Soil	0.75847518793105	0.66358184232665	0.794935642746333	0.653384483599934	0.8240042969204	0.724408682954292	0.722223922863275	0.770077111175967	0.693737170988058	0.867119901271733	0.664202715488109	0.885277759631117	0.79930431310095	0.9480641259214	0.7319770927232	0.853120400943933	0.763267138536581	0.922573942525467	0.742745861178973	0.757326683604644	0.713748781999013	0.853228192562941	0.697244377526912	0.83033821473404	0.740579504745984	0.876821690242703	0.712874595428058	0.84613455357656	0.759468484445224	0.869289634083911	0.749044756213463	0.720633114120144	0.522978800208724	0.81885547635219	0.506571560216302	0.666826639708187	0.507295156816083	0.84806950791239	0.50586421320392	0.640328871329067	0.436560837865804	0.758998775647639	0.381129557613893	0.630712288425148	0.492227436364338	0.798482503582591	0.451463777259302	0.822247124982362	0.761758881860971	0.847650784447984	0.751654298514054	0.766243779310189	0.894947992443453	0.763190085230627	0.780303171705107	0.753952736011512	0.804026017336147	0.742079120759062	0.795679117297288	0.670310815284347	0.859180760390867	0.650209249439187	0.77987153888655	0.713835166963672	0.822796123915004	0.703857933806358
swe4RP	0.658687084262222	0.68470509856675	0.731059928733667	0.711379373692667	0.712119205048074	0.723854534953292	0.762729305523583	0.630612640418	0.68388233166843	0.77029731222876	0.694698087696333	0.756987691889028	0.752917215910556	0.890150719798333	0.760393580054482	0.738005900530889	0.71676268923946	0.865129599801056	0.779468342286933	0.611834083678889	0.668945114670104	0.779741240667198	0.72260919718393	0.701794132961067	0.702631899062419	0.811287822952586	0.720485016536518	0.742560509105815	0.745192704571643	0.798380728635037	0.772234497280074	0.589388796603102	0.592182788501815	0.735696780304349	0.681667357997726	0.573748905998489	0.60086708174825	0.787988164975873	0.716584638317733	0.514612681989089	0.578394156348874	0.737086338612096	0.630712288425148	0.414659171925284	0.510589463667849	0.714393070317873	0.5624893804486	0.734694665576794	0.751680884258403	0.775565996051992	0.77062024154175	0.766707386032722	0.833037120758067	0.785935650983953	0.694109567099319	0.744428545809048	0.724090500224079	0.762245082463764	0.685937326015009	0.692720688059468	0.786938935832565	0.723955900806326	0.67308119143963	0.683280368855083	0.748224405755785	0.722760617972659
swe4RS	0.712270258049054	0.633740787564714	0.761907435205595	0.652883130566	0.788079454851405	0.72157556730583	0.73902670282067	0.703451254562179	0.653915520336009	0.83377164231981	0.648796181260964	0.849264396805572	0.788978795477643	0.939410897731143	0.740943047821595	0.812897565723857	0.717867466027092	0.910384817811786	0.740741792969114	0.686474208905155	0.641119861483829	0.827834880611778	0.666751032031241	0.781616575576907	0.702190877639516	0.858293343019909	0.692466259375943	0.808215689771085	0.729366756243204	0.84885844719131	0.743357175432019	0.67228612943856	0.527980096665281	0.791029067169796	0.584966272847005	0.622794337453214	0.497966352272687	0.830251269509868	0.59980213240695	0.5893420104186	0.447423217890909	0.74558685903598	0.492227436364338	0.510589463667849	0.329748480804214	0.749685623586658	0.386470903322091	0.788343053896867	0.745132197607514	0.821942362369236	0.747235190979469	0.762186988673703	0.874246681112214	0.769964132054929	0.737091770826653	0.724477639156603	0.768051542420342	0.730798798003759	0.754693107243	0.675373772598331	0.83864729733872	0.684054083555009	0.734989422999965	0.677593904508131	0.796786850769848	0.691678148346746
