OTU_984	OTU_1217	OTU_1795	OTU_337	OTU_1	OTU_8
tou1.Root.2P.ITS1o.Y3	0	0	0	0	0.00829875518672199	0.020746887966805
tou1.Root.3P.ITS1o.Y3	0	0	0	0	0.00884955752212389	0.0707964601769911
tub2.Root.4P.ITS1o.Y3	0	0	0	0	0.00802139037433155	0.0695187165775401
tou1.RP.1P.ITS1o.Y3	0	0	0	0	0.0392927308447937	0
tub2.RP.1P.ITS1o.Y3	0	0	0	0	0.03125	0
pulh.Root.4P.ITS1o.Y3	0	0	0	0	0.0317460317460317	0.0793650793650794
tub3.Root.4P.ITS1o.Y3	0	0	0	0	0.00934579439252336	0.0373831775700935
tub3.Root.3P.ITS1o.Y3	0	0	0	0	0.00546448087431694	0.133879781420765
swe4.RP.1P.ITS1o.Y3	0	0	0	0	0.153153153153153	0
swe3.RP.1P.ITS1o.Y3	0	0	0	0	0.0285714285714286	0
